year,start_date,end_date,numberofsentences_altA,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10
2005,2005-06-29,2005-06-30,5,3.17,3.25,"The announcement accompanying Alternative A would indicate that policy accommodation had been substantially reduced and would hint at less tightening going forward.","Meanwhile, although recent inflation readings have proven reassuring, further increases in energy prices and diminishing slack in the economy may be read by Class I FOMC - Restricted Controlled (FR) 16 of 42 Table 1: Alternative Language for the June FOMC Announcement May FOMC Alternative A Alternative B Alternative C Policy Decision 1.","In this case, the FOMC may be attracted to Alternative As combination of a 25-basis-point hike in the funds rate at this meeting and statement wording that hints that the Committee could soon pause, at least for a time, in its process of policy firming.","(17) The draft statement associated with Alternative A could be explicit that The Committee believes that the degree of monetary policy accommodation has been substantially reduced.","Accordingly, a statement employing the draft wording shown in Alternative A would likely produce a noticeable downward shift in money market futures quotes, a rally in bond and equity markets, and some depreciation in the foreign exchange value of the dollar.","","","","",""
2005,2005-08-09,2005-08-09,5,3.5,3.5,"In contrast, the announcement accompanying Alternative A would hint at a near-term slowing in the pace of policy tightening, in part by noting that policy accommodation has been substantially reduced.","Although the stance of monetary policy evidently remains accommodative, the gap between the actual real funds rate and current estimates of its equilibrium value has narrowed considerably Class I FOMC - Restricted Controlled (FR) Page 10 of 35 Table 1: Alternative Language for the August FOMC Announcement June FOMC Alternative A Alternative B Alternative C Policy Decision 1.","In view of such an assessment as well as the subdued readings on core inflation in recent months, the FOMC might opt for Alternative As combination of a 25-basis-point hike in the funds rate at this meeting and a statement that hints that the Committee could soon slow the pace of policy firming.","(14) The draft statement associated with Alternative A could indicate that The Committee believes that the degree of monetary policy accommodation has been substantially reduced, while again acknowledging that the expansion remains firm and that labor market conditions continue to improve gradually.","Accordingly, a statement employing the draft wording shown in Alternative A would likely produce a noticeable downward shift in interest rates implied by money market futures quotes, as investors priced in a slower pace of policy action and probably also revised down the likely extent of cumulative tightening.","","","","",""
2005,2005-09-20,2005-09-20,7,3.62,3.75,"Under Alternative A, the Committee would leave its target for the federal funds rate unchanged at 3½ percent at this meeting; the statement would emphasize hurricane-related uncertainties and suggest that this was just a pause in the tightening process.","In contrast, paragraph 16 suggests wording changes to Alternative A that would be consistent with an expectation of a more prolonged pause in firming.","Lastly, the box at the end of this section entitled Opening Up the Statement examines fundamental changes to the risk assessment that could be made to either Alternative A or B.","The Committee may view the downward revision to monetary policy expectations and the associated easing of Class I FOMC - Restricted Controlled (FR) Page 13 of 38 Table 1: Alternative Language for the September FOMC Announcement August FOMC Alternative A Alternative B Policy Decision 1.","Under Alternative A, the Committee would keep the target federal funds rate unchanged at 3½ percent at this meeting and use the statement to explain that it was merely deferring firming in light of the elevated uncertainties, and likely not ending the tightening cycle.","The text on inflation in Alternative B could also be used in Alternative A.","Such a view could be conveyed to the public by striking sentence 2 from the draft statement for Alternative A.","","",""
2005,2005-11-01,2005-11-01,3,4.02,4,"Under Alternative A, the Committee would leave its target for the federal funds rate unchanged at 3¾ percent at this meeting; the statement emphasizes uncertainties surrounding the economic dislocations of the hurricanes and associated effects on consumer and business confidence, but still signals that remaining monetary policy accommodation could likely be removed at a measured pace.","Class I FOMC - Restricted Controlled (FR) Page 12 of 36 Table 1: Alternative Language for the November FOMC Announcement September FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(15) Committee members may wish to consider Alternative A if they think that the recent moderate rates of core inflation are likely to continue and if they see the outlook for the economy as especially uncertain because of the effects of the hurricanes and elevated energy prices.","","","","","","",""
2005,2005-12-13,2005-12-13,0,4.24,4.25,"No Sentences Alternative A","","","","","","","","",""
2006,2006-01-31,2006-01-31,4,4.48,4.5,"The target funds rate would be raised 25 basis points under Alternatives B and C but left unchanged under Alternative A.","While the Greenbook projections for economic growth and inflation have been revised up for this year, the current level of the output gap is slightly wider owing to a greater-than- Class I FOMC - Restricted Controlled (FR) Page 17 of 42 Table 1: Alternative Language for the January FOMC Announcement December FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(19) If members see sizable odds that the target funds rate has already been raised sufficiently to check inflationary pressures, the Committee would presumably choose to forego a policy move at this meeting, as in Alternative A. (20) The proposed wording of inflation concerns for Alternative A, in row 3 of Table 1, is basically a reordering of the sentences employed in the last announcement.","","","","","","",""
2006,2006-03-27,2006-03-28,9,4.69,4.75,"Alternative A envisions leaving the funds rate target unchanged and switching to an assessment that the risks to the Committees objectives are balanced at the current level of the funds rate.","The statements under all three alternatives would continue to emphasize that future policy action will depend on incoming economic data, although the wording of Alternative A makes that more explicit.","(11) The rationale paragraph of Alternative B begins by observing that the economy appears to have bounced back from the deceleration in the fourth quarter of Class I FOMC - Restricted Controlled (FR) Page 11 of 37 Table 1: Alternative Language for the March FOMC Announcement January FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(16) The nominal federal funds rate already lies at the top end of the range of recommendations from policy rules provided in Charts 6 and 7, and given the substantial cumulative tightening of monetary policy to date and the long lags in the effects of policy on the economy, members may be inclined to signal that the firming cycle has likely drawn to a close, as in Alternative A. Alternative A also switches to an assessment that risks are balanced at the current federal funds rate.","Alternative A Class I FOMC - Restricted Controlled (FR) Page 17 of 37 Chart 6 Information from Estimated Policy Rules and Financial Markets 2005 2006 2007 1 2 3 4 5 6 7 8 Percent Actual and Greenbook assumption Outcome-based rule 70 percent confidence interval 90 percent confidence interval Forecast-based rule Estimated Policy Rules 2005 2006 2007 1 2 3 4 5 6 7 8 Percent Actual and Greenbook assumption Market-based expectations 70 percent confidence interval 90 percent confidence interval Market Expectations 2006 2007 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Estimated Policy Rules Outcome-based policy rule 4.3 4.5 4.6 4.7 4.7 4.8 4.7 4.6 70 percent confidence interval Lower bound 4.3 4.2 4.1 3.9 3.8 3.7 3.6 3.4 Upper bound 4.3 4.8 5.2 5.6 5.9 6.1 6.2 6.2 90 percent confidence interval Lower bound 4.3 4.0 3.6 3.4 3.2 3.0 2.8 2.6 Upper bound 4.3 5.0 5.5 6.0 6.4 6.7 6.9 6.9 Forecast-based policy rule 4.3 4.6 4.8 4.8 4.7 4.7 4.5 4.4 Market Expectations Expected funds rate path 4.5 4.9 5.0 5.0 4.9 4.9 4.8 4.7 70 percent confidence interval Lower bound 4.4 4.8 4.8 4.6 4.4 4.2 4.1 3.9 Upper bound 4.5 4.9 5.2 5.4 5.5 5.5 5.6 5.6 90 percent confidence interval Lower bound 4.4 4.7 4.6 4.4 4.1 3.9 3.7 3.5 Upper bound 4.5 5.0 5.4 5.6 5.8 6.0 6.1 6.2 Memo Greenbook assumption 4.4 4.9 5.0 5.0 5.0 5.0 4.8 4.8 Class I FOMC - Restricted Controlled (FR) Page 18 of 37 Chart 7 Policy Paths under Alternative Inflation Objectives 2005 2006 2007 1 2 3 4 5 6 7 8 Percent Actual and Greenbook assumption Baseline Taylor rule Aggressive Taylor rule First-difference rule 1½ Percent Inflation Objective 2005 2006 2007 1 2 3 4 5 6 7 8 Percent 2 Percent Inflation Objective 2006 2007 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Simple Policy Rules Baseline Taylor rule 1½ percent inflation objective 3.9 4.1 4.5 4.6 4.7 4.6 4.5 4.4 2 percent inflation objective 3.6 3.8 4.3 4.4 4.6 4.5 4.4 4.3 Aggressive Taylor rule 1½ percent inflation objective 3.8 4.1 4.6 4.7 4.9 4.8 4.6 4.5 2 percent inflation objective 3.6 3.8 4.4 4.6 4.8 4.7 4.6 4.4 First-difference rule 1½ percent inflation objective 4.5 4.7 4.9 5.1 5.2 5.3 5.4 5.4 2 percent inflation objective 4.3 4.5 4.6 4.6 4.6 4.6 4.6 4.6 Memo Greenbook assumption 4.4 4.9 5.0 5.0 5.0 5.0 4.8 4.8 Class I FOMC - Restricted Controlled (FR) Page 19 of 37 Policy Rule Charts: Explanatory Notes For the rules described below, it denotes the federal funds rate for quarter t, while the explanatory variables include the staffs estimate of trailing four-quarter core PCE inflation (t), its forecasts of inflation two and three quarters ahead (t+2|t and t+3|t), its assessment of the current output gap ( t ), its one-quarter-ahead forecast of the output gap (*ty y *1| 1|t t t ty y+ + ), its three-quarter-ahead forecast of annual average GDP growth relative to potential ( 4 4 *3| 3|t t t ty y+ +   ), and the assumed value f policymakers long-run inflation objective (o * ).","Elements of the table could be mixed and matched in different ways, if the Committee wanted to convey a policy position to the public that is somewhat less restrictive than currently built into financial markets but somewhat less accommodative than Alternative A.","For one example, the Committee could tighten a quarter-point as under Alternative B, but move its assessment of risks to balanced as in row 4 of Alternative A, thereby signaling the likely end of the process Class I FOMC - Restricted Controlled (FR) Page 22 of 37 of tightening.","For another, the Committee could leave the funds rate unchanged, as under Alternative A, but keep the risk assessment tilted toward the likelihood of additional firming, as in Alternative B, which market participants would likely interpret as indicating a probable pause in, rather than an end to, the tightening cycle.","",""
2006,2006-05-10,2006-05-10,5,4.78,5,"Under Alternative A, the Committee leaves the federal funds rate unchanged at this meeting.","Indeed, under the staff forecast, the maintenance of the nominal funds rate at 5 percent through 2007 would foster financial conditions that would slow output Class I FOMC - Restricted Controlled (FR) Page 15 of 41 Table 1: Alternative Language for the May FOMC Announcement March FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(20) In contrast, the Committee may believe that further policy tightening at this meeting is not necessary or desirable and that, at least for now, maintaining the current stance of policy is appropriate, as in Alternative A. (21) The rationale section of the Committees statement associated with Alternative A could begin like that in Alternative B but soften the characterization of the outlook for growth to likely to moderate to a sustainable pace."," (22) Both the absence of policy action and the statement associated with Alternative A would come as a considerable surprise to market participants.","","","","","",""
2006,2006-06-28,2006-06-29,3,5.02,5.25,"Under Alternative A, the Committee would leave the federal funds rate unchanged at this meeting and indicate that it would likely stay its hand for at least one more meeting before deciding whether further tightening was necessary.","The Committee could list the developments adding Class I FOMC - Restricted Controlled (FR) Page 17 of 41 Table 1: Alternative Language for the June FOMC Announcement May FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(20) If, in contrast, the Committee is particularly concerned by the soft tone to the incoming data on spending, it might feel that the best course of action at this Class I FOMC - Restricted Controlled (FR) Page 22 of 41 meeting would be to leave the stance of policy unchanged, as in Alternative A.","","","","","","",""
2006,2006-08-08,2006-08-08,5,5.24,5.25,"Class I FOMC - Restricted Controlled (FR) Page 11 of 39 Table 1: Alternative Language for the August FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(15) If the Committee judges that the risks to the attainment of its objectives are now roughly in balance, it may be attracted to the policy choice and wording of Alternative A. (16) The rationale presented for Alternative A in the post-meeting statement could be similar to that for Alternative B, since both alternatives would keep the federal funds rate unchanged at this meeting.","(17) As in Alternative B, shorter-term interest rates would fall a little in response to an announcement along the lines of Alternative A.","In the risk assessment sentence of the announcement, the Committee could merely point to the dependence of future policy adjustments on incoming information, as in the assessment proposed for Alternative A.","","","","","",""
2006,2006-09-20,2006-09-20,4,5.21,5.25,"Under Alternatives A Class I FOMC - Restricted Controlled (FR) Page 10 of 36 Table 1: Alternative Language for the September FOMC Announcement August FOMC Alternative A Alternative B Alternative C Policy Decision 1.","[Unchanged] [Unchanged] Class I FOMC - Restricted Controlled (FR) Page 11 of 36 and B, the Committee would again leave the stance of monetary policy unchanged at this meeting; Alternative A would suggest that the Committee now sees the risks to growth and inflation as balanced, while Alternative B would repeat the indication from August that the Committee is concerned predominantly with inflation risks.","If so, the Committee may be attracted to Alternative A, under which the stance of policy would be maintained at this meeting and the statement would no longer suggest a predilection to firm policy going forward.","(16) The rationale for Alternative A could be similar to that for Alternative B, except that the Committee may wish to note explicitly that recent inflation readings have been slightly more favorable than those of previous months.","","","","","",""
2006,2006-10-24,2006-10-25,4,5.24,5.25,"Under Alternatives A and B, the Committee would again leave the stance of monetary policy unchanged at this meeting; Alternative A would indicate that the Committee has no clear view as to the likely future direction of policy, whereas Alternative B would repeat the statement from September that further policy tightening may prove necessary.","Despite those upside inflation risks, the Committee may want to refrain from tightening in light of the downside risks to economic growth, including the possibility Class I FOMC - Restricted Controlled (FR) Page 20 of 42 Table 1: Alternative Language for the October FOMC Announcement September FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If so, Alternative A might find some support.","(22) In order to point out the downside risks to growth, the statement accompanying Alternative A could note that there is a risk that the slowdown in economic growth may become more pronounced.","","","","","",""
2006,2006-12-12,2006-12-12,4,5.25,5.25,"Under Alternatives A and B, the Committee would leave the stance of monetary policy unchanged at this meeting; Alternative A would imply that the risks to economic growth and inflation were now judged to be broadly balanced, whereas Alternative B would again indicate that the risks to inflation remained of greatest concern.","Moreover, the current tightness of the labor market evidenced both by the low unemployment rate in October and by widespread reports Class I FOMC - Restricted Controlled (FR) Page 15 of 40 Table 1: Alternative Language for the December FOMC Announcement October FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(14) If the data released over the intermeeting period have caused members to revise their assessment of the distribution of possible outcomes for inflation and economic growth such that the risks are now thought to be more balanced, the Committee may prefer the policy choice and wording of Alternative A. (15) To acknowledge the downside risks to growth, the statement accompanying Alternative A would note that the ongoing adjustment of the housing market could have a more pronounced effect on growth in coming quarters than anticipated.","","","","","","",""
2007,2007-01-30,2007-01-31,5,5.26,5.25,"Alternative A would reflect a judgment that the risks to economic growth and inflation are now roughly balanced.","Although the Committee may view inflation running at or above Class I FOMC - Restricted Controlled (FR) Page 18 of 38 Table 1: Alternative Language for the January FOMC Announcement December FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(18) In light of the improvement in the outlook for inflation during the intermeeting period and the persistence of downside risks arising from the substantial cooling of the housing market, the Committee may now judge that the risks to the attainment of its dual objectives are roughly balanced, as in Alternative A. (19) The rationale portion of Alternative A reflects the improved readings on economic growth but notes that the substantial cooling of the housing market remains a drag on the expansion.","(20) Shorter-term interest rates would likely fall in response to an announcement along the lines of Alternative A, and longer-term yields might follow suit.","","","","","",""
2007,2007-03-20,2007-03-21,9,5.26,5.25,"Under Alternative A, the Committee would lower the intended federal funds rate 25 basis points, to 5 percent.","The statement associated with Alternative A mentions factors that suggest upside risks to inflation and retains the phrase some inflation risks remain; it also mentions factors that suggest downside risks to growth and offers an explicit assessment that the risks to growth are tilted to the downside.","In addition, Alternative A replaces the phrase the extent and timing of any additional firming with the more general future policy adjustments.","Moreover, the current target for the funds rate is very close to prescriptions for near-term policy from the optimal policy path Class I FOMC - Restricted Controlled (FR) Page 20 of 41 Table 1: Alternative Language for the March 2007 FOMC Announcement January FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If so, members might prefer the quarter-point policy easing in Alternative A. (21) The rationale for Alternative A points to sluggish business investment and ongoing weakness in housing as likely to exert a drag on growth, thus supporting a judgment that risks to growth remain tilted to the downside even after a quarter- point rate cut.","By also pointing to remaining inflation risks and adopting a symmetric characterization of possible future adjustments in the policy rate, the assessment of risk in Alternative A is meant to convey that this policy action will not necessarily commence a sequence of rate cuts.","(22) Although investors apparently expect the Committee to begin easing by mid-year, the immediate quarter-point rate cut envisioned in Alternative A would be a considerable surprise and likely would lead to a significant easing of financial conditions.","But markets might read an announcement along the lines of Alternative A as an indication that the Committee is willing to forego a medium-term moderation in inflation in order to sustain economic growth.","",""
2007,2007-05-09,2007-05-09,4,5.21,5.25,"Under Alternative A, the Committee lowers the intended federal funds rate 25 basis points to 5 percent.","FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook 70 Percent confidence interval 90 Percent confidence interval Previous Bluebook 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 Percent Information from Financial Markets Expectations from forward contracts 70 Percent confidence interval 90 Percent confidence interval Actual and Greenbook assumption Near-Term Prescriptions of Simple Policy Rules 2007Q2 2007Q3 2007Q2 2007Q3 2007Q2 2007Q3 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.6 4.6 4.4 4.3 Previous Bluebook 4.5 4.5 4.3 4.2 Taylor (1999) rule 4.8 4.7 4.6 4.5 Previous Bluebook 4.6 4.5 4.3 4.3 Taylor (1999) rule with higher r* 5.6 5.5 5.3 5.2 Previous Bluebook 5.3 5.3 5.1 5.0 First-difference rule 5.5 5.7 5.2 5.2 Previous Bluebook 5.4 5.6 5.2 5.1 Estimated outcome-based rule 5.2 5.1 Estimated forecast-based rule 5.2 5.1 Greenbook assumption 5.3 5.3 Market expectations 5.2 5.2 Class I FOMC - Restricted Controlled (FR) Page 15 of 36 Table 1: Alternative Language for the May 2007 FOMC Announcement March FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If so, the Committee might wish to reduce the chance of a more pronounced economic slowdown by easing policy 25 basis points as in Alternative A.  (17) The rationale for Alternative A would note that, although the economy seems most likely to expand at a moderate pace, the weakness in housing and capital spending implies a significant risk that economic activity might grow more slowly than anticipated.","","","","","","",""
2007,2007-06-27,2007-06-28,4,5.25,5.25,"Under Alternative A, the Committee lowers the target federal funds rate 25 basis points to 5 percent."," Class I FOMC - Restricted Controlled (FR) Page 20 of 42 Table 1: Alternative Language for the June 2007 FOMC Announcement May FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If so, the Committee might wish to lower the target federal funds rate by 25 basis points as in Alternative A. (24) The statement in Alternative A would continue to note that the economy seems most likely to expand at a moderate pace.","","","","","","",""
2007,2007-08-07,2007-08-07,6,5.26,5.25,"Alternative A would lower the target federal funds rate 25 basis points to 5 percent.","FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook 70 Percent confidence interval 90 Percent confidence interval Previous Bluebook 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 Percent Information from Financial Markets Expectations from forward contracts 70 Percent confidence interval 90 Percent confidence interval Actual and Greenbook assumption Near-Term Prescriptions of Simple Policy Rules 2007Q3 2007Q4 2007Q3 2007Q4 2007Q3 2007Q4 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.5 4.5 4.2 4.2 Previous Bluebook 4.4 4.4 4.1 4.2 Taylor (1999) rule 4.7 4.7 4.5 4.4 Previous Bluebook 4.6 4.6 4.3 4.4 Taylor (1999) rule with higher r* 5.5 5.4 5.2 5.2 Previous Bluebook 5.3 5.4 5.1 5.1 First-difference rule 5.4 5.5 5.1 5.0 Previous Bluebook 5.5 5.8 5.3 5.3 Estimated outcome-based rule 5.2 5.1 Estimated forecast-based rule 5.2 5.0 Greenbook assumption 5.3 5.3 Market expectations 5.2 5.1 Class I FOMC - Restricted Controlled (FR) Page 19 of 43 Table 1: Alternative Language for the August 2007 FOMC Announcement June FOMC Alternative A Alternative B Alternative C Policy Decision 1.","With regard to recent financial developments, Alternative A cites tighter credit conditions for some borrowers as a source of greater downside risk to growth, Alternative B notes the change in credit conditions without explicitly stating that it is a cause of increased risk, and Alternative C is silent.","(21) The Committee might instead view recent data and developments as indicating that the balance of risks has shifted enough to warrant cutting the target federal funds rate by 25 basis points, as in Alternative A. Class I FOMC - Restricted Controlled (FR) Page 23 of 43 (22) The draft statement in Alternative A continues to note that the economy seems likely to expand at a moderate pace, but it also explicitly recognizes that greater weakness in the housing sector and the diminished availability and higher cost of credit to riskier borrowers have raised the odds that the economy will grow less than expected.","If the Committee judges that the downside risks to growth and the upside risks to inflation are now roughly balanced, it might wish to leave the stance of policy unchanged at this meeting but release a statement that combines the Alternative A language on real activity (A.2) with the Alternative B language on inflation (B.3) and the balanced risk assessment of Alternative A (A.4)of course, it would be necessary to drop the phrase, After this action.","","","","",""
2007,2007-09-18,2007-09-18,7,5.33,4.75,"FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook Previous Bluebook 70 Percent confidence interval 90 Percent confidence interval Greenbook assumption 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 11 Percent Information from Financial Markets Expectations from forward contracts Previous Bluebook 70 Percent confidence interval Previous Bluebook 90 Percent confidence interval Previous Bluebook Near-Term Prescriptions of Simple Policy Rules 2007Q3 2007Q4 2007Q3 2007Q4 2007Q3 2007Q4 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.3 4.2 4.1 4.0 Previous Bluebook 4.5 4.5 4.2 4.2 Taylor (1999) rule 4.6 4.3 4.3 4.1 Previous Bluebook 4.7 4.7 4.5 4.4 Taylor (1999) rule with higher r* 5.3 5.1 5.1 4.8 Previous Bluebook 5.5 5.4 5.2 5.2 First-difference rule 5.2 5.1 5.0 4.6 Previous Bluebook 5.4 5.5 5.1 5.0 Estimated outcome-based rule 5.2 4.9 Estimated forecast-based rule 5.2 4.8 Greenbook assumption 5.2 4.9 Market expectations 5.2 4.7 Class I FOMC - Restricted Controlled (FR) Page 21 of 49 Table 1: Alternative Language for the September 2007 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","Alternative A would characterize the downside risks to growth as outweighing upside risks to inflation, while Alternative B would not provide an assessment of the overall balance of risks.","(23) If members are particularly pessimistic about the growth outlook, or see the downside risks as especially large, then they may prefer to both ease 50 basis points and explicitly point to downside risks in order to maximize the scope for further near-term policy action, as envisioned in Alternative A. (24) The draft statement for Alternative A is similar to that for Alternative B, but with four main differences.","Second, Alternative A states that credit conditions and the housing correction appear likely to exert appreciable restraint on growth, which is stronger than the statement that they have the potential . . . Finally, the draft for Alternative A is explicit that the downside risks to growth outweigh the upside risks to inflation.","(25) A 50 basis point rate cut and the adoption of the statement language in Alternative A would cause short-term interest rates to decline appreciably, as investors would be somewhat surprised by the magnitude of the policy action and would also infer that policy probably would be eased further.","","","","",""
2007,2007-10-30,2007-10-31,6,4.84,4.5,"Alternative A lowers the target federal funds rate 25 basis points to 4½ percent, while Alternatives B and C leave the target rate unchanged at 4¾ percent.","Alternative A alludes to the possibility that the tightening of credit conditions since earlier this year could restrain economic growth, and Alternative B makes that point more directly.","Alternatives A and C characterize the downside risks to growth as roughly balancing the upside risks to Class I FOMC - Restricted Controlled (FR) 21 of 44 Table 1: Alternative Language for the October 2007 FOMC Announcement September FOMC Alternative A Alternative B Alternative C Policy Decision 1.","Either view might incline the Committee to choose Alternative A, which lowers the target federal funds rate 25 basis points.","(25) The draft statement for Alternative A, like those for Alternatives B and C, begins by noting the solid economic performance in the third quarter and the easing of strains in financial markets.","Thus, very short-term interest rates would likely change little in response to an announcement along the lines of that proposed under Alternative A.","","","",""
2007,2007-12-11,2007-12-11,5,4.46,4.25,"Alternative A lowers the target federal funds rate 50 basis points to 4 percent, Alternative B lowers the target 25 basis points to 4¼ percent, and Alternative C leaves the target unchanged at 4½ percent.","Alternative A characterizes the downside risks to growth as roughly balancing the upside risks to inflation, repeating the assessment of risks from the October statement.","Class I FOMC - Restricted Controlled (FR) 21 of 43 Table 1: Alternative Language for the December 2007 FOMC Announcement October FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(20) If the Committee views the renewed deterioration in financial markets and the sharper contraction in the housing sector as presenting a particularly severe threat to the economic expansion, it might want to lower the target funds rate 50 basis points, as in Alternative A. (21) The draft statement for Alternative A begins with a reference to the further intensification of the housing correction and recent weakening in business and consumer expenditures, and it also mentions increased strains in financial markets.","","","","","",""
2008,2008-01-29,2008-01-30,5,3.5,3,"Alternative A cuts the federal funds rate target by 75 basis points to 2¾ percent, Alternative B cuts the target 50 basis points to 3 percent, Alternative C cuts the target 25 basis points to 3¼ percent, and Alternative D leaves the target unchanged at 3½ percent.","Alternative A states that downside risks may well remain and that incoming information will determine whether further action is needed to address those risks.","(17) If incoming information in recent weeks has led policymakers to mark down their assessment of the modal outlook for aggregate demand relative to aggregate supply by an amount similar to that of the staff, then the Committee may prefer to reduce the target funds rate by 50 basis points at this meeting, as in Class I FOMC - Restricted-Controlled (FR) 22 of 38 Table 1: Alternative Language for the January 30, 2008 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(20) If policymakers would prefer to move more aggressively to promote growth and mitigate downside risks, then they might choose to reduce the funds rate target by 75 basis points at this meeting, as in Alternative A. (21) The first portion of the rationale for Alternative A is identical to that of Alternative B, but this alternative elaborates further about the prospects for inflation, pointing out that the projected moderation of inflation reflects well-anchored inflation expectations, a projected leveling out of energy prices, and easing pressures on resource utilization, and noting that further increases in energy and commodity prices, as well as other factors, could put upward pressure on inflation.","","","","","",""
2008,2008-03-18,2008-03-18,6,2.69,2.25,"Alternative A cuts the federal funds rate target 75 basis points to 2¼ percent; Alternative B cuts the target 50 basis points to 2½ percent; Alternative C lowers the target 25 basis points to 2¾ percent; and Alternative D leaves the target federal funds rate at 3 percent.","Moreover, economic and financial news Class I FOMC - Restricted-Controlled (FR) 25 of 39 Table 1: Alternative Language for the March 18, 2008 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(29) If the Committee judges that the news on economic activity and financial markets since the January meeting has appreciably undermined the outlook for the economy and is reasonably confident that inflation will moderate, it might prefer to move more aggressively to promote growth and mitigate downside risks by cutting the funds rate 75 basis points at this meeting, as in Alternative A. (30) The two paragraphs in the rationale portion of the statement associated with Alternative A are identical to those in Alternative B. Alternative A also indicates that the Committee judges that the downside risks to growth outweigh the upside risks to inflation and that the FOMC is prepared to act in a timely manner as needed to promote sustainable economic growth and price stability."," (31) With market participants putting significant odds on both 50 basis point and 75 basis point cuts at this meeting, selection of Alternative A would likely leave short- and intermediate-term interest rates a little lower.","","","","","",""
2008,2008-04-29,2008-04-30,6,2.29,2,"Under Alternative A, the Committee would reduce the target federal funds rate by 50 basis points to 1¾ percent, under Alternative B the federal funds rate target would be cut by 25 basis points to 2 percent, and under Alternative C the Committee would maintain the federal funds rate target at 2¼ percent.","Alternative B indicates that the pace of interest rate reductions may need to slow in order for the Committee to assess better the effects of policy actions taken to date, whereas Alternative A reiterates that the Committee stands ready to act in a timely manner.","Class I FOMC - Restricted Controlled (FR) Page 26 of 38 Table 1: Alternative Language for the April 2008 FOMC Announcement March FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(29) In contrast, if the Committee continues to view the outlook for economic activity as unacceptably weak, it may prefer to reduce the target funds rate by 50 basis points at this meeting, as proposed in Alternative A. (30) The discussion of the outlook for economic activity and inflation in the draft statement accompanying Alternative A is identical to that proposed for Alternative B. (31) With investors attaching little weight to the possibility of a 50 basis point cut in the target funds rate at this meeting, Alternative A would come as a considerable surprise to financial markets.","","","","","",""
2008,2008-06-24,2008-06-25,6,1.98,2,"Under Alternative A, the Committee would reduce the federal funds rate target by 25 basis points to 1¾ percent, and its statement would suggest that the further easing of policy was motivated by a relatively downbeat assessment of the growth outlook.","In Class I FOMC - Restricted Controlled (FR) 29 of 41 Table 1: Alternative Language for the June 2008 FOMC Announcement April FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(29) If the Committee remains particularly worried about downside risks to the outlook for economic activity, then it may prefer to ease policy by another quarter point at this meeting, as in Alternative A. (30) The discussion of recent developments and the outlook for economic activity and inflation in the draft statement accompanying Alternative A is not much changed from the April FOMC statement.","Alternative A gives no explicit assessment of the risks to Class I FOMC - Restricted Controlled (FR) 36 of 41 either growth or inflation, but simply repeats the risk assessment paragraph from the previous statement, pointing to liquidity measures and the cumulative easing of policy as providing support to growth.","(31) With investors expecting the funds rate to be increased this year, the adoption of Alternative A would surprise financial markets.","","","","",""
2008,2008-08-05,2008-08-05,0,1.97,2,"No Sentences Alternative A","","","","","","","","",""
