year,start_date,end_date,numberofsentences_altA,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10,Sentence_11,Sentence_12
2005,2005-11-01,2005-11-01,3,4.02,4,"Alternative B retains much of the statement the Committee issued after its September meeting, including the characterization that policy remains accommodative.","If the Committee believes that a continued measured pace of policy firming will prove sufficient to contain these inflationary pressures, it might be inclined to raise the target funds rate another 25 basis points at this meeting and choose language as in Alternative B. Class I FOMC - Restricted Controlled (FR) Page 12 of 36 Table 1: Alternative Language for the November FOMC Announcement September FOMC Alternative A Alternative B Alternative C Policy Decision 1.","With most measures of labor compensation posting moderate gains and some reversal of the runup in energy prices in prospect, members may believe that remaining firming can be done gradually, consistent with the measured pace language of Alternative B. (11) The Committee may wish to begin the rationale portion of the statement for Alternative B by reaffirming the view that adverse effects of the hurricanes will probably slow the pace of the expansion only temporarily.","Therefore, market prices would likely be essentially unaffected by a 25 basis point increase in the funds rate and the statement language as under Alternative B.","","","","","","","",""
2005,2005-12-13,2005-12-13,0,4.24,4.25,"Given the absence of major surprises in the economic and financial environment during the intermeeting Class I FOMC - Restricted Controlled (FR) Page 12 of 42 Class I FOMC  Restricted Controlled FR Table 1: Alternative Language for the December FOMC Announcement November FOMC Alternative B Alternative C Policy Decision 1.","Under Alternative B, the form of the assessment of risks would be modified notably, with the Committee indicating explicitly a judgment that some further tightening would be necessary to keep the risks to both sustainable economic growth and price stability roughly in balance.","However, the rationale section of Alternative C would convey greater concerns about inflation than the comparable portion of Alternative B. Alternative B (11) The Committee may favor the statement language of Alternative B if it thinks that somewhat higher federal funds rates are likely to prove necessary to limit pressures on resources and promote price stability but also believes that this tightening phase could be ending fairly soon.","Class I FOMC - Restricted Controlled (FR) Page 19 of 42 (12) The rationale portion of the statement for Alternative B notes that the expansion in economic activity appears solid despite elevated energy prices and disruptions related to the hurricanes."," (13) The assessment of risks portion of the statement for Alternative B resolves some of the complications and tensions that have arisen in the current language.","Given the extent of the changes proposed for Alternative B, it is difficult to be confident of how the new statement will be interpreted by investors."," The reference to the relatively high levels of resource utilization, in contrast to the concerns about possible increases in resource utilization expressed in Alternative B, would indicate greater concern about pressures on inflation arising from this source and might suggest that monetary policy now would be oriented particularly toward slowing growth in aggregate demand to a pace at or below that of potential output.","","","","",""
2006,2006-01-31,2006-01-31,4,4.48,4.5," (14) If the Committee believes that a 25 basis point tightening at this meeting may be sufficient, at least for a time, to keep both inflation and inflation expectations contained in the face of increased energy prices and diminishing resource slack, it may prefer Alternative B.","While the Greenbook projections for economic growth and inflation have been revised up for this year, the current level of the output gap is slightly wider owing to a greater-than- Class I FOMC - Restricted Controlled (FR) Page 17 of 42 Table 1: Alternative Language for the January FOMC Announcement December FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(15) Although the proposed wording for Alternative B suggests greater uncertainty about future policy moves, it continues to indicate that the risks are tilted toward the possibility of further policy firming.","Therefore, selection of this policy move coupled with the language of Alternative B likely would not result in substantial changes in financial market prices.","","","","","","","",""
2006,2006-03-27,2006-03-28,9,4.69,4.75,"(10) If the Committee agrees with the staff forecast and views the outcomes in this projection to be acceptable, then it may wish to raise the target rate a quarter point at this meeting and signal the possibility of some subsequent tightening, as in Alternative B. (11) The rationale paragraph of Alternative B begins by observing that the economy appears to have bounced back from the deceleration in the fourth quarter of Class I FOMC - Restricted Controlled (FR) Page 11 of 37 Table 1: Alternative Language for the March FOMC Announcement January FOMC Alternative A Alternative B Alternative C Policy Decision 1.","The discussion of inflation risks in Alternative B is similar to that employed in the last statement, but goes into a little more detail.","Selection of Alternative B would probably confirm those expectations, sparking only a limited market reaction.","If so, members may not be content with simply validating existing expectations for monetary policy tightening, as in Alternative B, preferring instead to hint at a firmer path of policy by adopting a more hawkish rationale paragraph, as in Alternative C.","The discussion of inflation risks does not reference the limited pass-through of cost pressures or ongoing productivity gains, as in Alternative B, and instead simply concludes that As yet, however, inflation expectations remain contained.","(17) This alternative employs a rationale paragraph similar to that in Alternative B.","For one example, the Committee could tighten a quarter-point as under Alternative B, but move its assessment of risks to balanced as in row 4 of Alternative A, thereby signaling the likely end of the process Class I FOMC - Restricted Controlled (FR) Page 22 of 37 of tightening.","For another, the Committee could leave the funds rate unchanged, as under Alternative A, but keep the risk assessment tilted toward the likelihood of additional firming, as in Alternative B, which market participants would likely interpret as indicating a probable pause in, rather than an end to, the tightening cycle.","","","",""
2006,2006-05-10,2006-05-10,5,4.78,5,"Under Alternative B, the target for the federal funds rate is raised another 25 basis points at this meeting, and the risk assessment suggests that the Committee may pause in June.","(13) If the Committee believes that the outcome projected by the staff in the Greenbook forecast is both likely and best balances the Federal Reserves dual objectives, then it may wish to couple another 25 basis point firming at this meeting with a risk assessment that hints that the tightening cycle may be coming to a close, as in Alternative B. Indeed, under the staff forecast, the maintenance of the nominal funds rate at 5 percent through 2007 would foster financial conditions that would slow output Class I FOMC - Restricted Controlled (FR) Page 15 of 41 Table 1: Alternative Language for the May FOMC Announcement March FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(14) Under Alternative B, the rationale paragraph could indicate that spending is likely to slow because of a cooling of the housing market and the restraint imparted by increases in energy prices and interest rates.","The statement accompanying Alternative B would likely maintain or slightly increase these odds.","Reasserting that inflation expectations are contained might be problematic, and, as in Alternative B, rising inflation expectations could be cited as a factor that could add to inflation pressures.","For instance, the Committee could combine the rationale paragraphs of Alternative C with the risk assessment of Alternative B.","To make it more likely that market participants price in an additional move, the Committee could strike the sentence characterizing additional firming as likely to be modest in row 4 of Alternative B. (21) The rationale section of the Committees statement associated with Alternative A could begin like that in Alternative B but soften the characterization of the outlook for growth to likely to moderate to a sustainable pace."," It could use essentially the same paragraph discussing inflation as that for Alternative B, but retain the assertion that inflation expectations remain contained and emphasize the expectation that core inflation will remain well contained.","","","",""
2006,2006-06-28,2006-06-29,3,5.02,5.25,"Under Alternative B, the Committee would tighten 25 basis points and signal that an additional tightening in August was possible.","(14) If the Committee finds the staff forecast both probable and as desirable as can be achieved in current circumstances, it may choose to tighten policy 25 basis points at this meeting, as in Alternative B. (15) Under Alternative B, the rationale paragraph could indicate that economic growth appears to be moderating.","The Committee could list the developments adding Class I FOMC - Restricted Controlled (FR) Page 17 of 41 Table 1: Alternative Language for the June FOMC Announcement May FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(16) Market participants are somewhat more confident that the Committee will tighten at its August meeting than the wording of Alternative B suggests.","","","","","","","",""
2006,2006-08-08,2006-08-08,5,5.24,5.25,"If so, it might be inclined to keep the federal funds rate unchanged at 5¼ percent at this meeting while indicating in the statement that some additional firming might prove necessary, as in Alternative B. Class I FOMC - Restricted Controlled (FR) Page 11 of 39 Table 1: Alternative Language for the August FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(13) Under Alternative B, the rationale paragraph in the statement would indicate that economic growth has moderated, noting the role of the lagged effects of increases in interest rates and energy prices and of the continuing cooling of the housing market.","(14) Investors see about a one-third chance of a policy firming at this meeting and appear to anticipate a statement similar to that under Alternative B. (16) The rationale presented for Alternative A in the post-meeting statement could be similar to that for Alternative B, since both alternatives would keep the federal funds rate unchanged at this meeting.","(17) As in Alternative B, shorter-term interest rates would fall a little in response to an announcement along the lines of Alternative A.","","","","","","","",""
2006,2006-09-20,2006-09-20,4,5.21,5.25,"Under Alternatives A Class I FOMC - Restricted Controlled (FR) Page 10 of 36 Table 1: Alternative Language for the September FOMC Announcement August FOMC Alternative A Alternative B Alternative C Policy Decision 1.","[Unchanged] [Unchanged] Class I FOMC - Restricted Controlled (FR) Page 11 of 36 and B, the Committee would again leave the stance of monetary policy unchanged at this meeting; Alternative A would suggest that the Committee now sees the risks to growth and inflation as balanced, while Alternative B would repeat the indication from August that the Committee is concerned predominantly with inflation risks.","Under Alternative C, the Committee would firm policy 25 basis points and, as in Alternative B, would highlight upside inflation risks.","Alternative B in Table 1 is designed to signal that policy remains more likely to tighten than ease by repeating the sentiment of the August statement.","(12) The rationale wording for Alternative B could note that the moderation in economic growth appears to be continuing.","In particular, the Committee could strike the reassuring phrase on balance about recent inflation readings in row 2 of Alternative B and add an explicit characterization of the odds of future action in row 4.","(16) The rationale for Alternative A could be similar to that for Alternative B, except that the Committee may wish to note explicitly that recent inflation readings have been slightly more favorable than those of previous months.","","","","",""
2006,2006-10-24,2006-10-25,4,5.24,5.25,"Under Alternatives A and B, the Committee would again leave the stance of monetary policy unchanged at this meeting; Alternative A would indicate that the Committee has no clear view as to the likely future direction of policy, whereas Alternative B would repeat the statement from September that further policy tightening may prove necessary.","(17) If the Committee judges that the news since its decision to hold the funds target unchanged in September has not significantly altered the outlook for inflation and activity, it might be attracted to Alternative B. Despite those upside inflation risks, the Committee may want to refrain from tightening in light of the downside risks to economic growth, including the possibility Class I FOMC - Restricted Controlled (FR) Page 20 of 42 Table 1: Alternative Language for the October FOMC Announcement September FOMC Alternative A Alternative B Alternative C Policy Decision 1.","The release of a statement along the lines of alternative B, therefore, would not prove a surprise, and the market reaction would likely be limited.","(25) In the statement accompanying Alternative C, the discussion of growth could be identical to that proposed for Alternative B.  If, despite the firming in policy, the Committee continued to be predominantly concerned with inflation risks, it presumably would want to leave the risk assessment tilted as was proposed for Alternative B.","","","","","","","",""
2006,2006-12-12,2006-12-12,4,5.25,5.25,"Under Alternatives A and B, the Committee would leave the stance of monetary policy unchanged at this meeting; Alternative A would imply that the risks to economic growth and inflation were now judged to be broadly balanced, whereas Alternative B would again indicate that the risks to inflation remained of greatest concern.","(11) If the Committee views a combination of near-trend growth and a gradual ebbing of core inflation over the next two years as the best attainable outcome in current circumstances and continues to judge that the current stance of policy is broadly consistent with achieving such an outcome, it might be attracted to Alternative B. Moreover, the current tightness of the labor market evidenced both by the low unemployment rate in October and by widespread reports Class I FOMC - Restricted Controlled (FR) Page 15 of 40 Table 1: Alternative Language for the December FOMC Announcement October FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(12) In light of the recent data and the revision to the staffs projection for near- term growth, the Committee may wish to make two changes to the discussion of economic growth in the policy statement accompanying Alternative B. (13) An announcement along the lines of Alternative B is unlikely to prompt a significant market reaction.","Although the statement proposed for Alternative B does not explicitly recognize risks to growth, it seems consistent with the broad thrust of these expectations.","(18) The description of the prospects for growth in the statement associated with Alternative C could be identical to that suggested for Alternative B.","","","","","","",""
2007,2007-01-30,2007-01-31,5,5.26,5.25,"If so, the Committee may be attracted to Alternative B, under which the federal funds rate would remain unchanged at 5¼ percent and the statement would continue to highlight concern about inflation.","Although the Committee may view inflation running at or above Class I FOMC - Restricted Controlled (FR) Page 18 of 38 Table 1: Alternative Language for the January FOMC Announcement December FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(16) In light of the flurry of stronger-than-expected economic data over the intermeeting period, the rationale paragraph in the statement under Alternative B could indicate that the economy seems likely to expand at a moderate pace.","Consequently, implementation of Alternative B is unlikely to elicit significant market reaction.","","","","","","","",""
2007,2007-03-20,2007-03-21,9,5.26,5.25,"Alternative B would leave the target for the federal funds rate unchanged."," Alternative B, too, notes factors that suggest downside risks to growth as well as factors that suggest upside risks to inflation, but states explicitly that the risk that inflation will fail to moderate remains the Committees principal concern.","Alternative B also adopts more symmetric language regarding future policy adjustments."," With the report on consumer prices in February to be released on Friday, after the Bluebook closes, the rationale portion of Alternative B includes language in brackets that may be appropriate if inflation is disappointingly high.","Moreover, the current target for the funds rate is very close to prescriptions for near-term policy from the optimal policy path Class I FOMC - Restricted Controlled (FR) Page 20 of 41 Table 1: Alternative Language for the March 2007 FOMC Announcement January FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If the Committee sees the combination of gradual convergence to potential output and a 2 percent inflation rate by the end of 2008 as a reasonable and desirable outcome, given current conditions, it might favor no change in policy, as in Alternative B. (18) The language associated with Alternative B could point to gains in personal income and consumer spending as helping to sustain output in the face of weakness in housing and business investment.","The assessment of risk language for Alternative B contains no explicit judgment about the balance of risks.","The proposed wording in Alternative B replaces the reference to additional firming that was in the January statement with a balanced characterization of future policy adjustments, thereby removing the presumption that the next change in policy will be a tightening and providing greater policy flexibility going forward.","On balance, the language for Alternative B seems likely to elicit little reaction, but with markets apparently skittish, this judgment should be viewed as more tentative than usual.","This alternative offers an explicit judgment that risks to growth would remain tilted to the downside even after this policy action, thereby conveying greater concern about those risks than Alternative B.","",""
2007,2007-05-09,2007-05-09,4,5.21,5.25,"Alternative B maintains the target for the federal funds rate at 5¼ percent.","FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook 70 Percent confidence interval 90 Percent confidence interval Previous Bluebook 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 Percent Information from Financial Markets Expectations from forward contracts 70 Percent confidence interval 90 Percent confidence interval Actual and Greenbook assumption Near-Term Prescriptions of Simple Policy Rules 2007Q2 2007Q3 2007Q2 2007Q3 2007Q2 2007Q3 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.6 4.6 4.4 4.3 Previous Bluebook 4.5 4.5 4.3 4.2 Taylor (1999) rule 4.8 4.7 4.6 4.5 Previous Bluebook 4.6 4.5 4.3 4.3 Taylor (1999) rule with higher r* 5.6 5.5 5.3 5.2 Previous Bluebook 5.3 5.3 5.1 5.0 First-difference rule 5.5 5.7 5.2 5.2 Previous Bluebook 5.4 5.6 5.2 5.1 Estimated outcome-based rule 5.2 5.1 Estimated forecast-based rule 5.2 5.1 Greenbook assumption 5.3 5.3 Market expectations 5.2 5.2 Class I FOMC - Restricted Controlled (FR) Page 15 of 36 Table 1: Alternative Language for the May 2007 FOMC Announcement March FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If the Committee similarly has not substantially changed its assessment of the economic outlook, it may be attracted to Alternative B, under which the federal funds rate is maintained at 5¼ percent and the statement continues to highlight concern about inflation.","(14) The statement accompanying Alternative B could acknowledge that economic growth slowed in the first part of the year, but indicate that the economy still seems likely to expand at a moderate pace over coming quarters.","Thus, implementing Alternative B is likely to provoke little market reaction.","","","","","","",""
2007,2007-06-27,2007-06-28,4,5.25,5.25,"Alternative B maintains the target for the federal funds rate at 5¼ percent."," Class I FOMC - Restricted Controlled (FR) Page 20 of 42 Table 1: Alternative Language for the June 2007 FOMC Announcement May FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(17) If the Committee continues to view the current policy stance as likely to foster a return of output to potential and sustain the recent moderation of inflation, as in the staff forecast, then it may wish to choose Alternative B, under which the federal funds rate is maintained at 5¼ percent.","(18) The draft statement accompanying Alternative B reiterates the view that the economy seems likely to expand at a moderate pace over coming quarters.","The revisions to the inflation paragraph under Alternative B would likely garner considerable attention.","","","","","","",""
2007,2007-08-07,2007-08-07,6,5.26,5.25,"Alternative B would maintain the target for the federal funds rate at 5¼ percent.","FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook 70 Percent confidence interval 90 Percent confidence interval Previous Bluebook 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 Percent Information from Financial Markets Expectations from forward contracts 70 Percent confidence interval 90 Percent confidence interval Actual and Greenbook assumption Near-Term Prescriptions of Simple Policy Rules 2007Q3 2007Q4 2007Q3 2007Q4 2007Q3 2007Q4 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.5 4.5 4.2 4.2 Previous Bluebook 4.4 4.4 4.1 4.2 Taylor (1999) rule 4.7 4.7 4.5 4.4 Previous Bluebook 4.6 4.6 4.3 4.4 Taylor (1999) rule with higher r* 5.5 5.4 5.2 5.2 Previous Bluebook 5.3 5.4 5.1 5.1 First-difference rule 5.4 5.5 5.1 5.0 Previous Bluebook 5.5 5.8 5.3 5.3 Estimated outcome-based rule 5.2 5.1 Estimated forecast-based rule 5.2 5.0 Greenbook assumption 5.3 5.3 Market expectations 5.2 5.1 Class I FOMC - Restricted Controlled (FR) Page 19 of 43 Table 1: Alternative Language for the August 2007 FOMC Announcement June FOMC Alternative A Alternative B Alternative C Policy Decision 1.","With regard to recent financial developments, Alternative A cites tighter credit conditions for some borrowers as a source of greater downside risk to growth, Alternative B notes the change in credit conditions without explicitly stating that it is a cause of increased risk, and Alternative C is silent.","(18) If the Committee continues to view the current stance of policy as likely to foster sustainable growth and an acceptable trajectory for inflation, then it may wish to choose Alternative B, under which its target for the federal funds rate would remain at 5¼ percent for the time being.","(19) The draft statement for Alternative B reiterates the view that the economy is likely to continue expanding at a moderate pace over coming quarters.","Taken as a whole, the language in Alternative B is slightly softer than the June statement, but it also suggests that the Committee does not expect the less accommodative conditions in credit markets to have a significant adverse effect on the economic expansion.","Alternative B seems generally consistent with those expectations, so a sizable market reaction to a statement such as that suggested in Alternative B appears unlikely.","If the Committee judges that the downside risks to growth and the upside risks to inflation are now roughly balanced, it might wish to leave the stance of policy unchanged at this meeting but release a statement that combines the Alternative A language on real activity (A.2) with the Alternative B language on inflation (B.3) and the balanced risk assessment of Alternative A (A.4)of course, it would be necessary to drop the phrase, After this action.","","","",""
2007,2007-09-18,2007-09-18,7,5.33,4.75,"FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook Previous Bluebook 70 Percent confidence interval 90 Percent confidence interval Greenbook assumption 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 11 Percent Information from Financial Markets Expectations from forward contracts Previous Bluebook 70 Percent confidence interval Previous Bluebook 90 Percent confidence interval Previous Bluebook Near-Term Prescriptions of Simple Policy Rules 2007Q3 2007Q4 2007Q3 2007Q4 2007Q3 2007Q4 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.3 4.2 4.1 4.0 Previous Bluebook 4.5 4.5 4.2 4.2 Taylor (1999) rule 4.6 4.3 4.3 4.1 Previous Bluebook 4.7 4.7 4.5 4.4 Taylor (1999) rule with higher r* 5.3 5.1 5.1 4.8 Previous Bluebook 5.5 5.4 5.2 5.2 First-difference rule 5.2 5.1 5.0 4.6 Previous Bluebook 5.4 5.5 5.1 5.0 Estimated outcome-based rule 5.2 4.9 Estimated forecast-based rule 5.2 4.8 Greenbook assumption 5.2 4.9 Market expectations 5.2 4.7 Class I FOMC - Restricted Controlled (FR) Page 21 of 49 Table 1: Alternative Language for the September 2007 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","Alternative A would characterize the downside risks to growth as outweighing upside risks to inflation, while Alternative B would not provide an assessment of the overall balance of risks.","With such an outlook, and with inflation data continuing to be benign, members might see it as appropriate to counter the effect of tighter financial conditions by easing policy by 50 basis points at this meeting, as in Alternative B. (21) The draft language of Alternative B repeats the observation from the August 7 FOMC statement that economic growth was moderate in the first half of the year.","Alternative B refrains from making any explicit characterization of the balance of risks, stating that The Committee will continue to closely follow timely indicators of economic prospects and will act as needed to attain its dual objectives.","If members find Alternative B attractive, but wish to adopt an explicit statement of balanced risks, then they might insert the sentence After todays action, the Committee judges that the downside risks to economic growth are now roughly balanced by the upside risks to inflation at the start of the assessment of risk paragraph.","With Alternative B putting 50 basis points of easing in place and suggesting at least some possibility of further rate cuts, this alternative would likely prompt a modest decline in short-term interest rates and the foreign exchange value of the dollar might edge lower.","(24) The draft statement for Alternative A is similar to that for Alternative B, but with four main differences.","As with Alternative B, the effect on equity, credit and term funding markets is ambiguous, but the negative growth outlook in this alternative might well spook investors and cause stock prices to fall and risk spreads to rise.","(27) In the draft statement accompanying Alternative C, the assessment of the outlook for growth and inflation would be identical to that in Alternative B, but the balance of risks would point to the downside.","","",""
2007,2007-10-30,2007-10-31,6,4.84,4.5,"Alternative A alludes to the possibility that the tightening of credit conditions since earlier this year could restrain economic growth, and Alternative B makes that point more directly.","Alternatives A and C characterize the downside risks to growth as roughly balancing the upside risks to Class I FOMC - Restricted Controlled (FR) 21 of 44 Table 1: Alternative Language for the October 2007 FOMC Announcement September FOMC Alternative A Alternative B Alternative C Policy Decision 1.","Class I FOMC - Restricted Controlled (FR) 22 of 44 inflation, while Alternative B identifies the downside risks to growth as the greatest policy concern.","(19) If the Committee judges that the current stance of policy is likely to be consistent with sustainable growth and an acceptable trajectory for inflation over time but sees appreciable downside risks to growth, it may wish to choose Alternative B. (20) Given that the economy likely expanded at a pace noticeably above that of potential in the third quarter, the draft statement for Alternative B describes recent growth as solid.","The paragraph regarding inflation is unchanged from September, as in Alternative B.","If the Committee believes that, after this move, the risks to growth would still be tilted somewhat to the downside while some upside inflation risks would remain, it could characterize the risks as balanced and continue by stating its intent to assess the effects of financial and other developments on economic prospects as in Alternative B.","","","","","",""
2007,2007-12-11,2007-12-11,5,4.46,4.25,"Alternative A lowers the target federal funds rate 50 basis points to 4 percent, Alternative B lowers the target 25 basis points to 4¼ percent, and Alternative C leaves the target unchanged at 4½ percent.","Alternative B avoids an explicit assessment of the balance of risks and instead states that recent developments have increased the uncertainty regarding the outlook.","Class I FOMC - Restricted Controlled (FR) 21 of 43 Table 1: Alternative Language for the December 2007 FOMC Announcement October FOMC Alternative A Alternative B Alternative C Policy Decision 1.","Class I FOMC - Restricted Controlled (FR) 22 of 43 (17) If the Committee judges that tighter financial conditions, higher oil prices, and soft incoming data point to a weaker economic outlook than previously anticipated, then it may deem a more accommodative stance of policy to be appropriate and ease policy 25 basis points, as in Alternative B. (18) After noting that economic growth is slowing and that strains in financial markets have increased, the statement for Alternative B suggests that the 25 basis point reduction in the target funds rate, together with the two previous policy actions, is likely to help promote moderate growth over time.","As a result, short-term interest rates would likely rise modestly in response to Alternative B.","However, judging from the Desks survey of dealers, the statement under Alternative B would likely be read as broadly consistent with market expectations for additional policy easing.","It then notes that the outlook for economic growth has weakened somewhat and, unlike Alternative B, adds that the downside risks to growth have increased.","But if the Committee believes that, even after such a move, recent developments in financial markets have increased the uncertainty around the outlook for growth and inflation to such an extent that an assessment is not meaningful, it may wish instead to employ the risk assessment language used in Alternative B.","","","",""
2008,2008-01-29,2008-01-30,5,3.5,3,"Alternative A cuts the federal funds rate target by 75 basis points to 2¾ percent, Alternative B cuts the target 50 basis points to 3 percent, Alternative C cuts the target 25 basis points to 3¼ percent, and Alternative D leaves the target unchanged at 3½ percent."," Alternative B states that downside risks to growth remain whereas Alternatives C and D reiterate the January 22 assessment that appreciable downside risks remain; all three of these alternatives indicateas in the January 22 statementthat policymakers will act in a timely manner as needed to address those risks.","(17) If incoming information in recent weeks has led policymakers to mark down their assessment of the modal outlook for aggregate demand relative to aggregate supply by an amount similar to that of the staff, then the Committee may prefer to reduce the target funds rate by 50 basis points at this meeting, as in Class I FOMC - Restricted-Controlled (FR) 22 of 38 Table 1: Alternative Language for the January 30, 2008 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","Class I FOMC - Restricted-Controlled (FR) 24 of 38 Alternative B. (18) The statement under Alternative B largely reiterates the rationale portion of the January 22 statement, including references to considerable stress in financial markets, tightening of credit conditions, deepening of the housing contraction, and some softening of labor markets, as well as restating the Committees assessment of the prospects for inflation."," (19) Alternative B would likely be seen by market participants as broadly consistent with their current expectations for the funds rate, because a 50 basis point easing of the target funds rate at this meeting appears to be their modal expectation and because the risk assessment would probably be read as indicating a substantial probability of further easing.","(21) The first portion of the rationale for Alternative A is identical to that of Alternative B, but this alternative elaborates further about the prospects for inflation, pointing out that the projected moderation of inflation reflects well-anchored inflation expectations, a projected leveling out of energy prices, and easing pressures on resource utilization, and noting that further increases in energy and commodity prices, as well as other factors, could put upward pressure on inflation.","As in Alternative B, the risk assessment states that the stance of policy should help promote moderate growth and mitigate the downside risks to economic activity.","","","","",""
2008,2008-03-18,2008-03-18,6,2.69,2.25,"Alternative A cuts the federal funds rate target 75 basis points to 2¼ percent; Alternative B cuts the target 50 basis points to 2½ percent; Alternative C lowers the target 25 basis points to 2¾ percent; and Alternative D leaves the target federal funds rate at 3 percent.","(26) Should the Committee share the staffs assessment of the underlying forces shaping the economy and judge that the monetary stimulus already in the pipeline is inadequate to foster a sufficiently timely resumption of moderate economic growth, it may want reduce the target federal funds rate 50 basis points at this meeting as in Alternative B. Moreover, economic and financial news Class I FOMC - Restricted-Controlled (FR) 25 of 39 Table 1: Alternative Language for the March 18, 2008 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(27) The rationale section of the statement accompanying Alternative B would begin by noting the deterioration in the outlook for economic activity, pointing specifically to the softening in consumer expenditures and labor markets.","As a result, adoption of Alternative B would likely cause near-term policy expectations to move somewhat higher.","(30) The two paragraphs in the rationale portion of the statement associated with Alternative A are identical to those in Alternative B.","However, the assessment of risks Class I FOMC - Restricted-Controlled (FR) 30 of 39 differs from that in Alternative B by noting explicitly the risks to both growth and inflation.","As under Alternative B, the statement would point out that members expect inflation to moderate in coming quarters, but would conclude that the upside risks to the outlook for inflation have increased.","","","","",""
2008,2008-04-29,2008-04-30,6,2.29,2,"Under Alternative A, the Committee would reduce the target federal funds rate by 50 basis points to 1¾ percent, under Alternative B the federal funds rate target would be cut by 25 basis points to 2 percent, and under Alternative C the Committee would maintain the federal funds rate target at 2¼ percent.","Alternative B indicates that the pace of interest rate reductions may need to slow in order for the Committee to assess better the effects of policy actions taken to date, whereas Alternative A reiterates that the Committee stands ready to act in a timely manner.","(23) If the Committee judges that the target funds rate is nearing a level that would appropriately balance the risks to its dual objectives of fostering maximum employment and price stability, it may wish to reduce the target federal funds rate by 25 basis points, as in Alternative B, a relatively modest action compared with those taken over the past several months.","Class I FOMC - Restricted Controlled (FR) Page 26 of 38 Table 1: Alternative Language for the April 2008 FOMC Announcement March FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(24) The discussion of the outlook for economic activity and inflation in the proposed statement accompanying Alternative B is little changed from the March FOMC statement.","(25) Alternative B would likely be viewed by market participants as being broadly consistent with their expectations.","Taken at face value, these financial market quotes suggest that the reaction of financial asset prices to Alternative B is likely to be relatively muted.","However, respondents to the Desks survey of primary dealers expected a notably lower path for the federal funds rate than that implied by futures prices, and this divergence makes the reaction to Alternative B somewhat harder to predict.","(27) The discussion of economic activity in the proposed statement for Alternative C is identical to that in the statement suggested for Alternative B.","And, as in Alternative B, the draft inflation paragraph continues to indicate that inflation seems likely to moderate in coming quarters.","(30) The discussion of the outlook for economic activity and inflation in the draft statement accompanying Alternative A is identical to that proposed for Alternative B.","The draft risk assessment also follows Alternative B in omitting the Class I FOMC - Restricted Controlled (FR) Page 32 of 38 judgment from the March FOMC statement that downside risks to growth remain, and so indicates that policy has moved to a more neutral stance."
2008,2008-06-24,2008-06-25,6,1.98,2,"Under Alternative B, the target would be maintained at 2 percent, but the statement would point both to somewhat diminished downside risks to growth and increased upside risks to inflation.","(23) If the Committee reads the incoming information as pointing to growth risks that are a bit less skewed to the downside than in April and inflation risks that are a bit more tilted toward the upside, then it may wish to couple an unchanged stance of policy at this meeting with the statement proposed for Alternative B.","In Class I FOMC - Restricted Controlled (FR) 29 of 41 Table 1: Alternative Language for the June 2008 FOMC Announcement April FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(24) The discussion of the growth outlook in the statement proposed for Alternative B replaces the assessment in the April FOMC statement that economic growth remains weak by noting instead that overall economic activity continues to expand, and the firming in consumer spending data is cited as providing some support to aggregate demand.","The combination of an unchanged funds rate and the slight implicit tilt towards upside risks envisioned under Alternative B seems broadly consistent with these expectations, though it may cause investors to push back their expectations for the onset of policy tightening a bit.","(27) The discussion of economic activity in the proposed statement for Alternative C is identical to that in Alternative B.","","","","","",""
