year,start_date,end_date,numberofsentences_altC,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10,Sentence_11,Sentence_12
2005,2005-06-29,2005-06-30,6,3.17,3.25,"Under Alternative C, the Committee would raise the federal funds rate 50 basis points at this meeting, eliminate all forward-looking language, and make other significant changes to the announcement.","Meanwhile, although recent inflation readings have proven reassuring, further increases in energy prices and diminishing slack in the economy may be read by Class I FOMC - Restricted Controlled (FR) 16 of 42 Table 1: Alternative Language for the June FOMC Announcement May FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(19) If the Committee, by contrast, has become more concerned about the potential for an upcreep in inflation in response to developments over the intermeeting period, then it may favor the 50-basis-point increase in the federal funds rate of Alternative C. (20) A number of modifications to the Committees statement would be required to accommodate the selection of Alternative C. (21) With nary a hint heretofore of an upshift in the pace of policy tightening, market participants would be shocked by the combination of a 50-basis-point increase in the funds rate at this meeting and the announcement suggested for Alternative C.","The pairing of the language of Alternative C with a 25-basis-point move would also catch investors unawares, probably leading them to ratchet up their expectations of policy firming considerably and prompting a sell-off in fixed-income markets.","","","","","","","",
2005,2005-08-09,2005-08-09,7,3.5,3.5,"The federal funds rate would be boosted 25 basis points at this meeting under Alternatives A and B, and 50 basis points under Alternative C.","The proposed announcement for Alternative C emphasizes the strength of aggregate spending, suggests that pressures on business costs and inflation could be increasing, and eliminates all forward-looking language.","Although the stance of monetary policy evidently remains accommodative, the gap between the actual real funds rate and current estimates of its equilibrium value has narrowed considerably Class I FOMC - Restricted Controlled (FR) Page 10 of 35 Table 1: Alternative Language for the August FOMC Announcement June FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(16) If the Committee has become significantly more concerned about inflation pressures of late, it may favor the 50-basis-point increase in the federal funds rate of Alternative C. (17) The Committee could consider a number of modifications to its statement in conjunction with the selection of Alternative C. (18) Market participants would no doubt be taken aback by the combination of a 50-basis-point increase in the funds rate at this meeting and the announcement suggested for Alternative C.","If the FOMC were particularly concerned about inflation pressures but was not prepared to hike rates 50 basis points at this meeting, it could couple a quarter- point move with some of the changes in the statement suggested for Alternative C.","","","","","","",
2005,2005-09-20,2005-09-20,0,3.62,3.75,"No Sentences Alternative C","","","","","","","","","","",
2005,2005-11-01,2005-11-01,5,4.02,4,"Alternative C takes a somewhat more aggressive tone and eliminates the balance-of-risks, accommodative, and measured pace language.","Class I FOMC - Restricted Controlled (FR) Page 12 of 36 Table 1: Alternative Language for the November FOMC Announcement September FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(13) If the Committee wished to convey greater concern about upside risks to inflation, it might prefer to combine a 25 basis point increase in the target funds rate with the language included under Alternative C. Indeed, the Committee may prefer to raise the target funds rate 50 basis points at this meeting in association with language similar to that under Alternative C to underscore its determination to resist an increase in inflation.","With a 25 basis point move and the language proposed under Alternative C, short-term interest rates and the exchange value of the dollar would likely rise, while stock prices would fall.","","","","","","","",
2005,2005-12-13,2005-12-13,5,4.24,4.25,"Given the absence of major surprises in the economic and financial environment during the intermeeting Class I FOMC - Restricted Controlled (FR) Page 12 of 42 Class I FOMC  Restricted Controlled FR Table 1: Alternative Language for the December FOMC Announcement November FOMC Alternative B Alternative C Policy Decision 1.","By contrast, Alternative C retains much of the form as well as important elements of the content of the November FOMC statement, including the characterization of policy as accommodative and the measured pace language.","However, the rationale section of Alternative C would convey greater concerns about inflation than the comparable portion of Alternative B. Alternative C (15) Should the Committee be particularly concerned about the inflation outlook and still see the stance of policy as accommodative, it may prefer Alternative C. (17) Release of the statement for Alternative C would lead market participants to boost noticeably their expectations for policy tightening.","","","","","","","","",
2006,2006-01-31,2006-01-31,5,4.48,4.5,"Alternative C retains risk assessment language identical to that used in the December statement on the notion that this will convey to markets a high likelihood of further firming in March.","While the Greenbook projections for economic growth and inflation have been revised up for this year, the current level of the output gap is slightly wider owing to a greater-than- Class I FOMC - Restricted Controlled (FR) Page 17 of 42 Table 1: Alternative Language for the January FOMC Announcement December FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(17) If the Committee believes that appreciable further policy firming will likely be needed to address upside risks to inflationwhich include the potential pass- through of higher prices of oil and other commodities and a lower foreign exchange value of the dollarit may prefer to associate a ¼ percentage point increase in the target funds rate at this meeting with the language in Alternative C. Class I FOMC - Restricted Controlled (FR) Page 26 of 42 (18) Under Alternative C, the wording proposed for the inflation outlook, line 3, would indicate slightly greater concern about the potential for increases in resource utilization as well as energy and other cost pressures to boost underlying inflation.","Markets would probably see the language under Alternative C as indicating a greater probability of future policy tightening than they had expected.","","","","","","","",
2006,2006-03-27,2006-03-28,4,4.69,4.75,"(11) The rationale paragraph of Alternative B begins by observing that the economy appears to have bounced back from the deceleration in the fourth quarter of Class I FOMC - Restricted Controlled (FR) Page 11 of 37 Table 1: Alternative Language for the March FOMC Announcement January FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If so, members may not be content with simply validating existing expectations for monetary policy tightening, as in Alternative B, preferring instead to hint at a firmer path of policy by adopting a more hawkish rationale paragraph, as in Alternative C. (14) The rationale paragraph in Alternative C does not directly refer to the slowing of growth in the fourth quarter of last year, observing only that economic growth has now rebounded to a solid pace.","(15) With its more hawkish rationale paragraph and balance of risks language, the adoption of Alternative C would cause short-term interest rates to firm.","","","","","","","","",
2006,2006-05-10,2006-05-10,7,4.78,5,"Under Alternative C, the target for the funds rate is raised 50 basis points and the risks are described as balanced without mention of additional policy action.","Indeed, under the staff forecast, the maintenance of the nominal funds rate at 5 percent through 2007 would foster financial conditions that would slow output Class I FOMC - Restricted Controlled (FR) Page 15 of 41 Table 1: Alternative Language for the May FOMC Announcement March FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If so, the combination of a half-point action at this meeting and the words presented in Alternative C might be appealing.","(17) The rationale portion of the policy statement associated with Alternative C could temper the expectation of a moderation in growth with the observation that data confirming a slowing in growth have been sparse.","(18) The policy action and statement associated with Alternative C would catch market participants unawares.","(19) The likely reaction in financial markets, which could be sizable, to a 50 basis point increase in the target for the federal funds rate might diminish the appeal of Alternative C for the Committee.","For instance, the Committee could combine the rationale paragraphs of Alternative C with the risk assessment of Alternative B.","","","","",
2006,2006-06-28,2006-06-29,5,5.02,5.25,"Alternative C combines a 50 basis point increase in the target with a statement suggesting that additional firming was likely.","The Committee could list the developments adding Class I FOMC - Restricted Controlled (FR) Page 17 of 41 Table 1: Alternative Language for the June FOMC Announcement May FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(17) The Committee might instead desire a more forceful policy response to the deterioration in the inflation outlook and find some appeal in the 50 basis point tightening of Alternative C. (18) The rationale paragraph under Alternative C could place more emphasis on the recent unwelcome pickup in inflation while noting that productivity gains and contained inflation expectations are restraining inflation.","(19) The announcement of Alternative C would lead market participants to revise upward their outlook for the path for policy, and short- and intermediate-term interest rates would rise as a result.","","","","","","","",
2006,2006-08-08,2006-08-08,5,5.24,5.25,"Class I FOMC - Restricted Controlled (FR) Page 11 of 39 Table 1: Alternative Language for the August FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(18) The Committee may judge instead that an additional 25 basis point increase in the federal funds rate at this meeting, as in Alternative C, is needed to bring the risks to the outlook for inflation and economic growth into better balance.","The Committee might see Alternative C as bringing the risks to the attainment of its growth and price stability objectives roughly in balance and believe that, after implementation of such a policy choice, an easing and a tightening of policy are about equally probable.","(19) Under Alternative C, the paragraph on economic activity in the rationale section could be identical to that proposed for Alternatives A and B. (20) With market participants placing less than fifty-fifty odds on a policy move at this meeting, short-term interest rates would likely jump in response to implementation of Alternative C.","","","","","","","",
2006,2006-09-20,2006-09-20,5,5.21,5.25,"Under Alternatives A Class I FOMC - Restricted Controlled (FR) Page 10 of 36 Table 1: Alternative Language for the September FOMC Announcement August FOMC Alternative A Alternative B Alternative C Policy Decision 1.","Under Alternative C, the Committee would firm policy 25 basis points and, as in Alternative B, would highlight upside inflation risks.","(18) If the FOMC expected stronger growth or higher inflation than the staff, or if it saw the Greenbook forecast as credible but was unhappy with the forecast path for inflation, it might wish to take another firming step at this meeting, as in Alternative C. (19) An announcement associated with Alternative C could, as in the August statement, indicate that growth has moderated and, as in the other alternatives, drop the word gradual in characterizing the cooling of the housing market.","(20) The tightening of policy and the statement shown under Alternative C of Table 1 would come as a considerable surprise to market participants.","","","","","","","",
2006,2006-10-24,2006-10-25,5,5.24,5.25,"Under Alternative C, the Committee would increase the target rate 25 basis points at this meeting and continue to stress upside risks to inflation.","Despite those upside inflation risks, the Committee may want to refrain from tightening in light of the downside risks to economic growth, including the possibility Class I FOMC - Restricted Controlled (FR) Page 20 of 42 Table 1: Alternative Language for the October FOMC Announcement September FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(24) If the Committee expected higher inflation than the staff, or if it thought the Greenbook forecast was broadly plausible but viewed inflation as remaining unacceptably high, it might wish to raise the target federal funds rate to 5½ percent at this meeting, as in Alternative C. (25) In the statement accompanying Alternative C, the discussion of growth could be identical to that proposed for Alternative B.  (26) The tightening of policy envisaged under Alternative C would catch market participants unawares.","","","","","","","","",
2006,2006-12-12,2006-12-12,5,5.25,5.25,"Under Alternative C, the Committee would increase the target rate 25 basis points at this meeting and continue to emphasize the presence of upside risks to inflation.","Moreover, the current tightness of the labor market evidenced both by the low unemployment rate in October and by widespread reports Class I FOMC - Restricted Controlled (FR) Page 15 of 40 Table 1: Alternative Language for the December FOMC Announcement October FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(17) In contrast, the Committee may now see it as unlikely that inflation will decline at an acceptable pace should the current stance of policy be maintained and hence judge it necessary to take further policy action, as in the 25 basis point firming of Alternative C. (18) The description of the prospects for growth in the statement associated with Alternative C could be identical to that suggested for Alternative B.  (19) The firming of the stance of policy envisaged under Alternative C and the accompanying statement would come as a considerable surprise to the markets.","","","","","","","","",
2007,2007-01-30,2007-01-31,5,5.26,5.25,"Under Alternatives A and B, the Committee would leave the federal funds rate unchanged at this meeting, while under Alternative C it would tighten policy by 25 basis points.","Although the Committee may view inflation running at or above Class I FOMC - Restricted Controlled (FR) Page 18 of 38 Table 1: Alternative Language for the January FOMC Announcement December FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If so, the Committee might judge that an additional 25 basis point increase Class I FOMC - Restricted Controlled (FR) Page 21 of 38 in the federal funds rate at this meeting, as in Alternative C, is warranted.","(22) Under Alternative C, the paragraph on economic activity in the rationale section notes the improvement in economic growth and observes that the housing market may be stabilizing.","Class I FOMC - Restricted Controlled (FR) Page 22 of 38 (23) The choice of Alternative C would stun market participants, leading to an upward revision of their short-term outlook for the path of policy and a significant rise in short- and intermediate-term interest rates.","","","","","","",
2007,2007-03-20,2007-03-21,6,5.26,5.25,"Under Alternative C, the Committee would tighten policy 25 basis points, bringing the target to 5½ percent.","Language for Alternative C not only states that the risk that inflation will fail to moderate remains the Committees predominant concern, it does not mention downside risks to growth and retains directional language referring to the extent and timing of any additional firming.","Moreover, the current target for the funds rate is very close to prescriptions for near-term policy from the optimal policy path Class I FOMC - Restricted Controlled (FR) Page 20 of 41 Table 1: Alternative Language for the March 2007 FOMC Announcement January FOMC Alternative A Alternative B Alternative C Policy Decision 1.","Especially if Fridays inflation report proves markedly higher than expected, the Committee may be less confident than the staff that core inflation will decline from its uncomfortably high level with no further increase in the federal funds rate, inclining members toward the quarter-point policy firming of Alternative C. (24) The rationale for Alternative C could indicate the Committees fundamentally unchanged outlook for growth by stating that the economy appears to be expanding at a moderate pace and likely will continue to do so in coming quarters, supported by solid growth in consumer spending without mentioning areas of weakness.","(25) A decision to adopt Alternative C would come as a complete surprise to the financial markets, likely leading to a sharp upward revision of investors expectations for the federal funds rate over the next few quarters and thus an increase in short- term interest rates.","","","","","","",
2007,2007-05-09,2007-05-09,4,5.21,5.25,"Under Alternative C, the Committee tightens by 25 basis points, bringing the target rate to 5½ percent.","FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook 70 Percent confidence interval 90 Percent confidence interval Previous Bluebook 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 Percent Information from Financial Markets Expectations from forward contracts 70 Percent confidence interval 90 Percent confidence interval Actual and Greenbook assumption Near-Term Prescriptions of Simple Policy Rules 2007Q2 2007Q3 2007Q2 2007Q3 2007Q2 2007Q3 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.6 4.6 4.4 4.3 Previous Bluebook 4.5 4.5 4.3 4.2 Taylor (1999) rule 4.8 4.7 4.6 4.5 Previous Bluebook 4.6 4.5 4.3 4.3 Taylor (1999) rule with higher r* 5.6 5.5 5.3 5.2 Previous Bluebook 5.3 5.3 5.1 5.0 First-difference rule 5.5 5.7 5.2 5.2 Previous Bluebook 5.4 5.6 5.2 5.1 Estimated outcome-based rule 5.2 5.1 Estimated forecast-based rule 5.2 5.1 Greenbook assumption 5.3 5.3 Market expectations 5.2 5.2 Class I FOMC - Restricted Controlled (FR) Page 15 of 36 Table 1: Alternative Language for the May 2007 FOMC Announcement March FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If so, the Committee might prefer to foster a more decisive slowing in inflation by tightening 25 basis points at this meeting, as in Alternative C.  (20) The statement accompanying Alternative C could reiterate the Committees judgment that the economy seems likely to expand at a moderate pace.","","","","","","","","",
2007,2007-06-27,2007-06-28,4,5.25,5.25,"Alternative C envisions the Committee tightening by 25 basis points, to bring the target rate to 5½ percent."," Class I FOMC - Restricted Controlled (FR) Page 20 of 42 Table 1: Alternative Language for the June 2007 FOMC Announcement May FOMC Alternative A Alternative B Alternative C Policy Decision 1.","If the Committee is especially concerned by this risk, it might prefer to tighten 25 basis points at this meeting, as in Alternative C. (21) The statement accompanying Alternative C could reiterate the assessment that the economy seems likely to expand at a moderate pace while reordering the clauses in order to underscore the view that the adjustment in the housing sector appears unlikely to derail the economic expansion.","","","","","","","","",
2007,2007-08-07,2007-08-07,6,5.26,5.25,"Alternative C envisions raising the target to 5½ percent.","The draft language to characterize recent information on economic activity differs across the three options: Alternatives A and B refer explicitly or implicitly to recent moderate economic expansion, while Alternative C emphasizes the second-quarter Class I FOMC - Restricted Controlled (FR) Page 18 of 43 Chart 7 The Policy Outlook in an Uncertain Environment 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 Percent Note: Appendix B provides background information regarding the specification of each rule and the methodology used in constructing confidence intervals and near-term prescriptions.","FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook 70 Percent confidence interval 90 Percent confidence interval Previous Bluebook 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 Percent Information from Financial Markets Expectations from forward contracts 70 Percent confidence interval 90 Percent confidence interval Actual and Greenbook assumption Near-Term Prescriptions of Simple Policy Rules 2007Q3 2007Q4 2007Q3 2007Q4 2007Q3 2007Q4 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.5 4.5 4.2 4.2 Previous Bluebook 4.4 4.4 4.1 4.2 Taylor (1999) rule 4.7 4.7 4.5 4.4 Previous Bluebook 4.6 4.6 4.3 4.4 Taylor (1999) rule with higher r* 5.5 5.4 5.2 5.2 Previous Bluebook 5.3 5.4 5.1 5.1 First-difference rule 5.4 5.5 5.1 5.0 Previous Bluebook 5.5 5.8 5.3 5.3 Estimated outcome-based rule 5.2 5.1 Estimated forecast-based rule 5.2 5.0 Greenbook assumption 5.3 5.3 Market expectations 5.2 5.1 Class I FOMC - Restricted Controlled (FR) Page 19 of 43 Table 1: Alternative Language for the August 2007 FOMC Announcement June FOMC Alternative A Alternative B Alternative C Policy Decision 1.","With regard to recent financial developments, Alternative A cites tighter credit conditions for some borrowers as a source of greater downside risk to growth, Alternative B notes the change in credit conditions without explicitly stating that it is a cause of increased risk, and Alternative C is silent.","If so, the Committee might prefer to raise the funds rate 25 basis points at this meeting, as in Alternative C. (26) The statement accompanying Alternative C could reiterate the assessment that the economy seems likely to expand at a moderate pace, but reorder the clauses to underscore the view that the adjustment in the housing sector appears unlikely to derail the economic expansion.","","","","","","",
2007,2007-09-18,2007-09-18,5,5.33,4.75,"FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook Previous Bluebook 70 Percent confidence interval 90 Percent confidence interval Greenbook assumption 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 11 Percent Information from Financial Markets Expectations from forward contracts Previous Bluebook 70 Percent confidence interval Previous Bluebook 90 Percent confidence interval Previous Bluebook Near-Term Prescriptions of Simple Policy Rules 2007Q3 2007Q4 2007Q3 2007Q4 2007Q3 2007Q4 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.3 4.2 4.1 4.0 Previous Bluebook 4.5 4.5 4.2 4.2 Taylor (1999) rule 4.6 4.3 4.3 4.1 Previous Bluebook 4.7 4.7 4.5 4.4 Taylor (1999) rule with higher r* 5.3 5.1 5.1 4.8 Previous Bluebook 5.5 5.4 5.2 5.2 First-difference rule 5.2 5.1 5.0 4.6 Previous Bluebook 5.4 5.5 5.1 5.0 Estimated outcome-based rule 5.2 4.9 Estimated forecast-based rule 5.2 4.8 Greenbook assumption 5.2 4.9 Market expectations 5.2 4.7 Class I FOMC - Restricted Controlled (FR) Page 21 of 49 Table 1: Alternative Language for the September 2007 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","Under Alternative C, the policy rate would be lowered 25 basis points to 5 percent, and the statement would indicate that the downside risks to economic growth outweigh the upside risks to inflation.","If the Committee finds the staff forecast to be both plausible and likely to be the best attainable outcome under the current difficult circumstances, then it may choose to ease policy 25 basis points at this meeting and issue a statement pointing to downside risks to the outlook, as in Alternative C. (27) In the draft statement accompanying Alternative C, the assessment of the outlook for growth and inflation would be identical to that in Alternative B, but the balance of risks would point to the downside.","(28) With investors placing considerable weight on a 50 basis point cut at this meeting, the adoption of Alternative C would probably cause short-term interest rates to rise somewhat, even though the downside balance of risks would suggest that Class I FOMC - Restricted Controlled (FR) Page 30 of 49 further easing could well be forthcoming.","","","","","","","",
2007,2007-10-30,2007-10-31,5,4.84,4.5,"In contrast, Alternative C states that the high level of resource utilization and recent increases in energy prices may put renewed upward pressures on both overall and core inflation.","Alternatives A and C characterize the downside risks to growth as roughly balancing the upside risks to Class I FOMC - Restricted Controlled (FR) 21 of 44 Table 1: Alternative Language for the October 2007 FOMC Announcement September FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(22) If the Committee has a modal outlook similar to the Greenbook projection that growth will return to potential in a few quarters and sees the risks around that forecast as relatively balanced, it might be inclined to choose Alternative C. (23) The proposed statement for Alternative C indicates that economic growth was solid in the third quarter despite the ongoing housing correction.","Market participants would be quite surprised by the combination of no policy action at this meeting and the statement proposed for Alternative C.","","","","","","","",
2007,2007-12-11,2007-12-11,5,4.46,4.25,"Alternative A lowers the target federal funds rate 50 basis points to 4 percent, Alternative B lowers the target 25 basis points to 4¼ percent, and Alternative C leaves the target unchanged at 4½ percent.","Alternative C concludes that the risks to growth are the predominant policy concern and notes that future policy adjustments will depend on the outlook for both inflation and economic growth, as implied by incoming information.","Class I FOMC - Restricted Controlled (FR) 21 of 43 Table 1: Alternative Language for the December 2007 FOMC Announcement October FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(23) If the Committee judges that the current stance of policy is likely to foster sustainable growth and acceptable inflation over time, then it might be inclined to choose Alternative C. Class I FOMC - Restricted Controlled (FR) 26 of 43 (24) The proposed statement for Alternative C acknowledges that economic growth appears to be slowing but indicates explicitly that the softening is broadly in line with what the Committee had anticipated.","","","","","","","",
2008,2008-01-29,2008-01-30,7,3.5,3,"Alternative A cuts the federal funds rate target by 75 basis points to 2¾ percent, Alternative B cuts the target 50 basis points to 3 percent, Alternative C cuts the target 25 basis points to 3¼ percent, and Alternative D leaves the target unchanged at 3½ percent.","(17) If incoming information in recent weeks has led policymakers to mark down their assessment of the modal outlook for aggregate demand relative to aggregate supply by an amount similar to that of the staff, then the Committee may prefer to reduce the target funds rate by 50 basis points at this meeting, as in Class I FOMC - Restricted-Controlled (FR) 22 of 38 Table 1: Alternative Language for the January 30, 2008 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(23) If members are concerned that the stance of policy remains somewhat restrictive but would prefer a more incremental approach in responding to incoming information, then the Committee could choose to reduce the funds rate target by 25 basis points at this meeting, as in Alternative C. (24) The first portion of the rationale for Alternative C is identical to that of Alternatives A and B, but this alternative notes that upward pressure on inflation could result from further increases in energy, commodity, and other import prices."," Moreover, in contrast to those two alternatives, the risk assessment in Alternative C Class I FOMC - Restricted-Controlled (FR) 30 of 38 makes no reference to mitigating the risks to economic activity.","Thus, Alternative C would probably induce a rise in short- term interest rates; however, intermediate-term yields might rise less or perhaps even decline if investors concluded that a sluggish near-term pace of policy adjustment implied that even more easing would be needed down the road."," This alternative reaffirms the Committees expectation that inflation will moderate in coming quarters, but adds the same explanation as in Alternative C regarding the factors that could put upward pressure on inflation.","","","","","",
2008,2008-03-18,2008-03-18,6,2.69,2.25,"Alternative A cuts the federal funds rate target 75 basis points to 2¼ percent; Alternative B cuts the target 50 basis points to 2½ percent; Alternative C lowers the target 25 basis points to 2¾ percent; and Alternative D leaves the target federal funds rate at 3 percent.","Moreover, economic and financial news Class I FOMC - Restricted-Controlled (FR) 25 of 39 Table 1: Alternative Language for the March 18, 2008 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(32) If the Committee believes that the economic outlook has weakened but is concerned that aggressive further policy easing amid unfavorable inflation readings could increase the likelihood of a rise in longer-term inflation expectations, it may wish to lower the funds rate target by just 25 basis points at this meeting, as in Alternative C. (33) The statement accompanying Alternative C would explicitly acknowledge that the upside risks to inflation have increased by pointing to recent unfavorable readings on inflation and by emphasizing the factors that could potentially exert upward pressure on inflation going forward."," (34) A decision to adopt Alternative C would come as a significant surprise to the financial markets."," The rationale portion pertaining to the outlook for inflation would be identical to that in Alternative C.","","","","","","",
2008,2008-04-29,2008-04-30,6,2.29,2,"Under Alternative A, the Committee would reduce the target federal funds rate by 50 basis points to 1¾ percent, under Alternative B the federal funds rate target would be cut by 25 basis points to 2 percent, and under Alternative C the Committee would maintain the federal funds rate target at 2¼ percent.","Alternative C retains the judgment that downside risks to growth remain and explains that the Committees decision to pause at this meeting was to allow more time to assess the effects of past policy actions.","Class I FOMC - Restricted Controlled (FR) Page 26 of 38 Table 1: Alternative Language for the April 2008 FOMC Announcement March FOMC Alternative A Alternative B Alternative C Policy Decision 1.","Class I FOMC - Restricted Controlled (FR) Page 29 of 38 (26) If the Committee believes that the substantial easing of monetary policy to date together with the fiscal stimulus package is likely to provide considerable support to economic activity and is concerned that inflation might not moderate at an acceptable pace, it may prefer to keep rates unchanged at this meeting, as in Alternative C. (27) The discussion of economic activity in the proposed statement for Alternative C is identical to that in the statement suggested for Alternative B. (28) Alternative C would come as a surprise to market participants, who appear fairly confident that the funds rate target will be cut by at least 25 basis points at this meeting.","","","","","","","",
2008,2008-06-24,2008-06-25,7,1.98,2,"Alternative C envisions a 25 basis points tightening to 2¼ percent; its statement expresses continued concern about inflation, but does not strongly suggest that further policy firming is in train.","In Class I FOMC - Restricted Controlled (FR) 29 of 41 Table 1: Alternative Language for the June 2008 FOMC Announcement April FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(26) If, in view of recent developments, the Committee judges that the growth outlook has improved appreciably or that inflationary pressures have risen significantly, then it may prefer to tighten policy by 25 basis points at this meeting, as in Alternative C. (27) The discussion of economic activity in the proposed statement for Alternative C is identical to that in Alternative B.","However, the inflation paragraph in Alternative C points to the elevated level of headline inflation and acknowledges that some indicators of inflation expectations have increased furtherreferring to the increase in short-term inflation compensation and in some short-term survey measures of inflation expectations Class I FOMC - Restricted Controlled (FR) 34 of 41 over the intermeeting period.","The final paragraph of Alternative C has no balance of risks assessment, but simply notes that future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth."," (28) Investors place only small odds on a rate hike at this meeting, and thus they would be surprised by the adoption of Alternative C.","","","","","",
2008,2008-08-05,2008-08-05,8,1.97,2,"Under Alternative B, the target federal funds rate would be maintained at 2 percent at this meeting, while Alternative C involves a 25 basis point tightening to 2¼ percent.","Alternative C, after noting the possibility that inflation may not moderate as the Committee anticipates, states that the policy action was intended to better balance the risks to its goals.","But, with oil prices having stepped back down in recent weeks and with economic slack likely to Class I FOMC - Restricted Controlled (FR) 26 of 36 Table 1: Alternative Language for the August 2008 FOMC Announcement June FOMC Alternative B Alternative C Policy Decision 1.","(30) If the Committee sees the economy as growing more robustly than the staff does and has fairly high confidence in the resilience of financial markets, it may prefer to tighten policy by 25 basis points at this meeting as in Alternative C. Class I FOMC - Restricted Controlled (FR) 30 of 36 (31) The discussion of economic activity in the statement proposed in Alternative C is similar to that in Alternative B.","However, unlike Alternative B, Alternative C cites the accommodative stance of monetary policy rather than just the past policy easings as a factor that should support growth in the future.","The inflation paragraph in Alternative C, like that in Alternative B, notes that inflation has been high.","Accordingly, they would be quite surprised by the adoption of Alternative C.","","","","",
2008,2008-09-16,2008-09-16,8,2.64,2,"Alternative C includes a 25 basis point tightening.","Alternative C expresses the Committees significant concern that inflation may not moderate as anticipated, and states that the policy action was intended to better promote acceptable progress toward price stability.","Indeed, the optimal policy simulations based on a 1½ percent inflation goal has the target federal funds rate just Class I FOMC - Restricted Controlled (FR) Page 28 of 41 Table 1: Alternative Language for the September 2008 FOMC Announcement August FOMC Alternative A Alternative B Alternative C Policy Decision 1.","(26) If the Committee both thinks that it is important that it be seen to be responding to the continued high levels of inflation and has fairly high confidence in the resilience of financial markets and economic activity, it may prefer to tighten policy by 25 basis points at this meeting as in Alternative C. (27) The discussion of economic activity in the statement proposed in Alternative C is similar to that in Alternative B.","However, Alternative C cites the accommodative stance of monetary policy rather than past policy easings as a factor that should support growth in the future because policy would be tightened under this alternative.","The inflation paragraph in Alternative C indicates that inflation has remained high.","(28) Market participants are very confident in their outlook for no change in policy at this meeting and would be quite surprised by the adoption of Alternative C.","","","","",
2008,2008-10-28,2008-10-29,7,0.92,1,"Under Alternative A the federal funds rate target is cut 50 basis points to 1 percent; under Alternative B the federal funds rate target is cut 25 basis points to 1¼ percent; and under Alternative C the federal funds rate target is left unchanged at 1½ percent.","With respect to inflation, Alternatives A and B express confidence that inflation will moderate in coming quarters to levels consistent with price stability, whereas Alternative C retains the phrasing from the statement following the intermeeting cut on October 8, which acknowledges reduced upside risks to inflation without commenting on its likely future path.","At the same time, members may be less pessimistic about Class I FOMC - Restricted Controlled (FR) 32 of 45 Table 1: Alternative Language for the October 29 FOMC Announcement October 8 Statement Alternative A Alternative B Alternative C Policy Decision 1.","(40) If the Committee believes that the economic outlook has not deteriorated as much as in the staff forecast or that there is still a significant risk that inflation will not moderate as expected, it might prefer to leave the stance of policy unchanged, as in Alternative C. Class I FOMC - Restricted Controlled (FR) 38 of 45 (41) The first part of the rationale portion of the statement associated with Alternative C would acknowledge the recent deterioration in economic and financial conditions.","Finally, the risk assessment under Alternative C begins by stating that the balance of risks has shifted toward downside risks to growth.","(42) Given the high odds embedded in financial market prices of at least a 25 basis point cut at this meeting, a decision to adopt Alternative C would surprise market participants, leading to an appreciable upward revision of their short-term outlook for the path of policy and probably an increase in short-and intermediate- term interest rates.","","","","","",
