start_date,Paragraph_number,Paragraph,Alternatives
2007-12-11,20,"(20) If the Committee views the renewed deterioration in financial markets and
the sharper contraction in the housing sector as presenting a particularly severe threat
to the economic expansion, it might want to lower the target funds rate 50 basis
points, as in Alternative A.  A 50 basis point reduction in the federal funds rate
would put the real funds rate close to the Greenbook-consistent measure of its
equilibrium value (Chart 5) and thus, under the baseline projection, would be
consistent with output returning to its potential in the medium term.  A reduction of
this size would also be broadly compatible with the optimal policy simulations with a
goal (Chart 7).  Moreover, given the deterioration in term funding markets and
increased concerns about balance sheet capacity and counterparty credit risk, the
Committee might worry about the potential for substantial additional tightening of
banks lending terms and standards, particularly if it viewed the arrangement of swap
lines with foreign central banks and implementation of a Term Auction Facility as
unlikely to provide significant relief to funding markets.  Members might also see
incoming evidence of a deepening contraction in the housing sector, as well as the
apparent softening in business and consumer spending, as presenting unacceptably
large downside risks to overall economic activity.  By contrast, incoming core inflation
data have continued to be moderate, and the Committee may see the inflation
outlook, and the associated risks, as essentially unchanged.  In these circumstances,
members might conclude that the weaker modal outlook for growth and significantly
Class I FOMC - Restricted Controlled (FR) 24 of 43
increased downside risks warrant a 50 basis point policy move at this meeting.
Members may believe that the Committee would be able to reverse the easing quickly
if appropriate.
","Alternative A"
2008-01-29,20,"(20) If policymakers would prefer to move more aggressively to promote growth
and mitigate downside risks, then they might choose to reduce the funds rate target
by 75 basis points at this meeting, as in Alternative A.  Even after the funds rate cut
on January 22, the real federal funds rate exceeds the Greenbook-consistent estimate
of short-run r* by about 60 basis points; thus, this degree of easing would be desirable
if policymakers share the staffs outlook but would prefer to bring the unemployment
rate back to the NAIRU more quickly than in that outlook, an approach that might
leave inflation close to 2 percent at the end of the decade.  Following the January 22
move with another aggressive easing at this meeting might also be attractive from a
risk management point of viewthat is, Committee members may see benefits in
moving more than they would perceive as needed merely to offset the weakening in
the modal outlook.  With the housing contraction steepening and financial stresses
continuing to intensify, policymakers may be particularly concerned about reducing
the likelihood of a nonlinear feedback cycle in which deteriorating macroeconomic
Class I FOMC - Restricted-Controlled (FR) 28 of 38
conditions generate further strains in financial markets and augment pressures on
banks balance sheets, further constricting the supply of credit and hence leading to a
fairly deep and long-lasting recession.  This policy approach might be particularly
appealing if members anticipated that the Committee would be equally flexible and
decisive in reversing the course of policy once downside risks to growth start to
waneas in the Prompt Reversal scenario in the box on Risk Management
Strategiesor upside risks to inflation start to loom larger.  Members might also
be attracted to this alternative if they believe that a larger easing move at this meeting
would diminish the probability that another rate cut would be needed over the
subsequent intermeeting period.
","Alternative A"
1971-03-09,21,"(21) Alternative A. This language is proposed for possible
use if the Committee decides to retain the structure of the present
directive--involving a primary instruction concerned with money market
conditions and long-term rates, and a proviso clause relating to the
""To implement this policy, System open market operations
until the next meeting of the Committee shall be conducted
with a view to maintaining prevailing money market conditions
while accommodating ANY [DEL: additional] downward movements in long-
term rates; provided that money market conditions shall [DEL: promptly]
be MODIFIED [DEL: eased somewhat further] if it appears that the
monetary AND CREDIT aggregates are DEVIATING SIGNIFICANTLY
FROM [DEL: falling short of] the growth paths [DEL: desired] EXPECTED.""
As will be noted, the primary instruction in alternative A is identical
to that of the present directive, except that it is proposed--in view of
the recent increases in long-term rates--to call for accommodating ""any""
rather than ""additional"" downward movements in such rates. Certain
changes are proposed in the proviso clause. These include: (a) making
it a two-way clause, on the assumption that, in light of the recent
stronger performance of the aggregates, the Committee would wish the
Desk to react to sizable deviations in either direction; and (b) referring
to ""credit"" as well as ""monetary"" aggregates, in order to explicitly include
the bank credit proxy among the aggregates to be considered by the Manager.
If the Committee adopts this alternative, it may wish to consider the money
market conditions set forth in the first line of the table in paragraph (13)
above as a description of ""prevailing"" conditions, and for purposes of the
proviso clause, to adopt the aggregate growth paths discussed earlier in
connection with alternative A as the ""expected"" paths.
","Alternative A, alternative A, alternative A"
1972-08-15,21,"(21) In all three alternatives it is proposed to delete the
reference to the Treasury financing, now that it is completed. The
Committee has interpreted a reference to international developments in
other recent directives as calling for use of operating techniques designed
to minimize downward pressures on short-term interest rates. Retention of
this reference is proposed only in alternative A, since that is the only
policy course herein described under which there is believed to be any
significant possibility for short-term rate declines. It is proposed to
delete the reference to capital market developments in alternative A, since
generally stable long-term rates are foreseen under that alternative.
Retention of this reference in alternative B could be construed, as in
past directives, to call for the types of operations best calculated to
minimize upward pressure on long-term rates. In alternative C the same
language could be interpreted as calling for adopting Desk operations as
necessary to facilitate orderly market adjustments to the higher long-term
rate levels foreseen.
STRICTLY CONFIDENTIAL(FR)
MONETARY AGGREGATES
ADJUSTED CREDIT PROXY
BILLIONS OF DOLLARS
I , 1 J i
A M J J A S
STRICTLY CONFIDENTIAL (FR)
Bank Reserves Aug. 11, 1972
Reserves Available for Private Nonbank Deposits Aggregate Reserves Required Reserves
Seasonally Adjusted Not Seasonally Adjusted Seasonally Adjusted
Target and Actual Target and Actual Time U. S. Gov't.
Associated and Associated and Total Nonborrowed Private and and
Period Patterns Projected Patterns Projected Reserves Reserves Demand Nondeposits Interbank
Annual Rates of Change
Quarterly:
1971--3rd Qtr. : !il
weekly:
1972--Apr. 5 i Hi
.... ......... .............
June 7 :::::::::::::::::::::::::::::::
14
21
28
July 5............ .....
12
Aug. 2
9
( 4.5)
(6.5)
(5.5)
(4.5)
(10.5)
(10.5)
growth in monetary aggregates as shown under Alternative B in the Bluebook of July 14, 1972.
.......................... .. , ""'.........°°,° - ... .... .... ... .. .° . o. °..
.................. ° ...... °,.o° ..°°....................... .... .° .....,° ... °.° ....... .... ..... .... . ... .... °°.. o.............................. ............. ,.°...° .. .. .. .. .. . . . .. . . ... .. ..,° °o ...... °.. ..... ... . .. °...o °° .. .°°............. "" , .. .... .. ..... ° ....,.°........ "" "" ' . .. .... ..... ..... °, .. .,,°.. ' "" "" .. .... ...... .... .., ,.° ..... °,° ........ ........... .... ..... , °.,....°.°°° .............. ..°,.° ..... ..°°,.°°,..°...°.
........ ....... ........ . ...... ' ....... ,°°°.................... ..... . ,,°.. ...°.°...... ..... ... , ..... ,. ....°°. ..o°................... , ..... .° . .. . ....................... ° .. ... .. , .. . °..°............ ..... ....... ......... °°...°°.""""................. ,,..,., ...° ....... .o°°°°°.°. ... .. ...  ..... .... .. °.. ,°°.
.................. ....... .. ... ., ....................... ..°.... .. ... . .. .. .°......... .°.....,,.° .°°..° ,° ,..o. ......  .... , .. .. °° . .. .. . ,..°°.. .............  ........ .. o.,.°°°°°,. ... .....  ....... ,°°.. ...... . .... °.°°°.°..
°.................. . ..... ...
.....°........°... ° .. ° ,
.......,..........°° °  .
........°........ ...........
'i.. ...... ,.° °.° ,°°
w:,......°.,.o,..°, ......... °.°,°.°°...°...°.°o.,....°.°°....,°..............  °,°°,,°,.
.° ° , , . . . . ,,  ° °
°..° ....... .°,°°...°,.°.
°°,.....,....,..°,..,.°.~.°°.,°..°....°..,°.,° ~....... °°..°°°.°....o.°°....,.,.°°.°,o..°°
...°°°....°......°o°..°.°,, ...... ,o.,...°..,,°,.
°,.... ... ., . . ° .
°.. ...... o.,....°...°..°°,.,.°..,.,.°,.°.,,,,,.°.....°.,.,°.°.....
....°.°.°....°,°°.°,°..
  ...... ..°....°...°°..,,°...°oo.,.°.°....°..,..°..,°°°,.°,°.......°.°°...°°.°.°°..,°.°....,,..
,
0 ---- 1 087
LI. ~~Y -- -- ----
Annual Growth Rates consistent
with alternative B 1/
July Aug. QIII
MI  10-1/2 2 6-1/2
M2  11-1/2 6 8-1/2
Credit Proxy
(Adj.) 5 6-1/2 8-1/2
","alternative A, alternative A, alternative B, alternative C, Alternative B, alternative B"
1972-09-19,21,"(21) It is proposed in all four alternatives to add ""the effects
of bank regulatory changes"" to the list of considerations to be taken into
account, in view of the uncertainties surrounding bank response to the
announced revisions of Regulations D and J.
STRICTLY CONFIDENTIAL (FR)
9/15/72
STRICTLY CONFIDENTIAL (FR)
MONETARY AGGREGATES
NARROW MONEY SUPPLY M1 BILLIONS OF DOLLARS
- 240 //
(9/13/72) 240
.,1
BROADER MONEY SUPPLY M2
A M J J
1972
STRICTLY CONFIDENTIAL(FR)
MONETARY AGGREGATES
ADJUSTED CREDIT PROXY BILLIONS OF DOLLARS
I I I I I --I
TOTAL RESERVES
i M J
A M J
I I I
J A S
Annual Growth Rates consistent
with alternative B 1/
Aug. Sept. LI
z
Credit Proxy
(Adj.) 4.7 10.5 9.4
STRICTLY CONFIDENTIAL (FR)
SEPTEMBER 15, 1972
Table 3
RESERVE EFFECTS OF
OPEN MARKET OPERATIONS AND OTHER RESERVE FACTORS
(Millions of dollars, not seasonally adjusted)
Open Market Operations 1/ Daily Average Reserve Effect 21 b in reserve categories Target
Bills Coupon Agency RP's 3 / Total Open Market A Member Other 4/ req. res. against available res. 5/ available
______& Accept. Issues Isses Net Operations Bank Borrowing Factors U.S.G. and interb. (6)+(7)+(8)-(9) reseres 5/
- 59
- 37
- 446
- 278
- 691
1,687
- 57
- 329
- 276
S7
-2,048
lepresents change in the System's portfolio from end-of-period
Repreqents change in daily average level from preceding period.
Includes matched sale-purchase transactions as well as RP's.
Sum of changes in vault cash, currency in circulation, Treasury operations,
Reserves to support private nonbank deposits. Target change for August and
bluebook. Target change for previous months reflects the bluebook patterns
were adopted during the month.
- 168
387
- 10
- 180
- 53
- 25
- 36
to end-of-period; includes redemptions in regular bill auctions.
F.R. float, gold and foreign accounts, and other FR accounts.
September reflects alternative B, as shown in the August 11, 1972
that are consistent with the mid-points of target ranges that
Monthly
1972 - Mar.
Apr.
May
June
July
Aug.
Sept.
Oct.
July 5
12
19
-~-- """"--- ' '
STRICTLY CONFIDENTIAL (FR)
SEPTEMBER 15, 1972
CONFIDENTIAL (FR)
SEPTEMBER 15, 1972
Table 5
SELECTED INTEREST RATES
Per Cent
Short-term Long-term
Period Federal Funds Treasury Bills 90-119 day Corporate Mnicipal S. Gov't FNA AuctionFederal Funds Commercial C o Municipal (10-Yr. Constant90-day 1-year Coerc New issue Aaa* Bond Buyer Maturt. ) Yields
Paper Maturity)
(1) (2) (3) (4) (5) (6) (7) (8)
N te Wn n l lW v l n4 A Un d o duu k d h d f L h d
see y a a or co ums ta are sLtemenl we k averages oL UaLLy uaca. ror cotuns j anu me wee Ly uate la L ellu-U u-PO I -0 ecaenua
week over which data are averaged. Column 6 is a one-day quote for the Thursday following the end of the statement week. Column 8 gives FNMA
auction data for the Monday preceding the end of the statement week. The FNMA auction yield is the implicit yield in weekly or hi-weekly auction
for short-term forward comitments for Government underwritten mortgages.
* Confidential (FR) -- This series is for internal use only.
o s:
","alternative B, alternative B"
1973-01-16,21,"(21) Presented below are three alternative formulations for the
operational paragraph of the directive, which might be taken to correspond
to the similarly lettered policy alternatives discussed in the preceding
section. In all three alternatives it is proposed to retain a reference
to Treasury financing because of the regular February refinancing to be
announced on January 31. Retention of the reference to credit market
developments is suggested should the Committee wish to take account of
the possibility of excessive market reaction to further increases in the
funds rate, particularly in connection with alternatives B and C. The
credit market reference could also encompass adverse reactions to the
discount rate increase should they occur.
Alternative A
To implement this policy, while taking account of THE
FORTHCOMING Treasury financing [DEL: operations] and possible credit
market developments, the Committee seeks to achieve bank reserve
and money market conditions that will support [DEL: slower] SOME MODERATION
OF growth in monetary aggregates over the months ahead [DEL: than appears
indicated for] FROM THE PACE IN the second half of [DEL: this] LAST year.
Alternative B
To implement this policy, while taking account of THE
FORTHCOMING Treasury financing [DEL: operations] and possible credit
market developments, the Committee seeks to achieve bank reserve
and money market conditions that will support slower growth in
monetary aggregates over the months ahead than [DEL: appears indicated
for] OCCURRED IN the second half of [DEL: this] LAST year.
Alternative C
To implement this policy, while taking account of THE
FORTHCOMING Treasury financing [DEL: operations] and possible credit
market developments, the Committee seeks to achieve bank reserve
and money market conditions that will support CONSIDERABLY slower
growth in monetary aggregates over the months ahead than [DEL: appears
indicated for] OCCURRED IN the second half of [DEL: this] LAST year.
STRICTLY CONFIDENTIAL(FR)
RESERVES AVAILABLE TO SUPPORT
PRIVATE NONBANK DEPOSITS
BILLIONS OF DOLLARS
-- 29
S D M J S D M J
** RPD Adjustea to Remove Discontinuity Introduced by Reduction in Reserve Requirements
STRCTLY CONFIDENTIAL FR)
MONETARY AGGREGATES
NARROW MONEY SUPPLY M1
I I j I
BROADER MONEY SUPPLY M2
SI J I ;<
A SO N
ADJUSTED CREDIT PROXY
STRICTLY CONFIDENTIAL (FR)
JANUARY 12, 1973
STRICTLY CONFIDENTIAL (FR)
JANUARY 12, 1973
CONFIDENTIAL (FR)
JANUARY 12, 1973
","Alternative A, Alternative B, Alternative C"
1973-08-21,21,"(21) Presented below are three alternative formulations for
the operational paragraph of the directive, which are intended to correspond
to the similarly lettered policy alternatives discussed in the preceding
section. For all three alternatives it is proposed to delete the reference
to international developments in light of the recent strong recovery of
the dollar. Retention of the reference to domestic financial developments
is proposed only for alternative C, the one alternative that contemplates
a significant tightening of the money market. As will be noted, all three
alternatives refer to growth rates in the aggregates ""thus far this year.""
For the period through July, these are as follows: M1, 6 per cent; M2,
Alternative A
To implement this policy, [DEL: while taking account of internationl
and domesticate financial market developments and the forthcoming Treasury
financing,] the Committee seeks to achieve bank reserve and money mar-
ket conditions consistent with SOMEWHAT slower growth in monetary
aggregates over the months immediately ahead than HAS occurred on
average [DEL: in the first half of the] THUS FAR THIS year.
Alternative B
To implement this policy, [DEL: while taking account of international
and domesticate financial market developments and the forthcoming
Treasury financing,] the Committee seeks to achieve bank reserve
and money market conditions consistent with slower growth in
monetary aggregates over the months immediately ahead than HAS
occurred on average [DEL: in the first half of the] THUS FAR THIS year.
Alternative C
To implement this policy, while taking account of [DEL: international]
and domestic financial market developments [DEL: and the forthcoming
Treasury financing,] the Committee seeks to achieve bank reserve and
money market conditions consistent with SIGNIFICANTLY slower growth
in monetary aggregates over the months immediately ahead than HAS
occurred on average [DEL: in the first half of the] THUS FAR THIS year.
STRICTLY CONFIDENTIAL
AUGUST 17, 1973MONETARY AGGREGATES
(ACTUAL AND CURRENT PROJECTIONS, SEASONALLY ADJUSTED)
I MONEY SUPPLY I ADJUSTED II U.S. I TIME AND SAVINGS DEPOSITS 1 NONDEPOSIT
I NARROW I RROAD I CREDIT It GOVT, I I OTHFH I I SOURCES OF
PERIOD I (M) I (M2) I PROXY II DEPOSITS I TOTAl I THAN CD S I CD S I FUNDS
MONTHLY LEVELS-SBILLIONSI
*****---------- ---- -m-1
JUNE
JULY
AUG.
PERCENT ANNUAL GROWTH
-- ~-~----i-- i----- I
OUARTERLY
--------- I
JUNE
JULY I
AUG.
WEEKLY LEVELS-SBILLIONS I
I
JULY 4
I
AUG. 1 P I
(1) I
( 4.0)
( 0.9)
( 3.4) 1
I
264.5 I
264.5 I
264.86
263.7
( 7.4)
(3) iI
It
II
I I
(444.7) II
II
II
I I
I I
II
(13.6) II
(18.6) II
II
(14.1) II
II
I I
II
438.3 II
436.7 II
437.0 II
437.7 It
(4) I
( 4 5)
?3.1 I
16.0
(16.2) I
(17.3)
I
(6) I
(11.2) 1
S.1
5.4
--rl--- -------- -- ----------- ---------------- --- -m----------------
NOTEI DATA SHOWN IN PARENTHESES ARE CURRENT PROJECTIONS. P - PRELIMINARY
PE - PARTIALLY tSTIMATE6
TAHLE 2
STRICTLY CONFIDENTIAL (FR)
AUGUST 17, 1973
STRICTLY CONFIDENTIAL (FR)
AUGUST 17, 1973
CONFIDENTIAL (FR)
AUGUST 17, 1973
","alternative C, Alternative A, Alternative B, Alternative C"
1974-04-15,21,"(21) In the event that the Committee wishes to couch the
operational paragraph of the directive in terms of money market
conditions, the specifications of alternative B might be associated
with language indicating that ""...the Committee seeks to maintain
about the prevailing money market conditions, provided that the
monetary aggregates appear to be growing at rates within the specified
ranges of tolerance.""
STRICTLY CONFIDENTIAL (FR)
MONETARY AGGREGATES
ADJUSTED CREDIT PROXY
TOTAL RESERVES
BILLIONS OF
TAPLE 1 STRICTLY CONFIDENTIAL
BANK RESERVES APRIL 12, 1974
(ACTUAL AND CURRENT PROJECTIONS)
------ ----- ------ ------- ----- - - - - - - - - - - - - - - - - - - - - - - -- - - - - - - - - - - - - - - - - - - - - - ------
SII AGPRFGATF RESFRVES I REQUIRID HESEHVES
I REcERVER AVAILABLE FOR II----------------------------------------
I PRIVATE NONBANK DEPOSTTS II SFASONALLY ADJUSTED
SII----------------------------------------------------------------------------
------------------------------ II TOTAL NONRnPROWED I PRIVATE OTHER CD'S AND GUV*T AND
IFon SEAS AOJ I NON SEAS AOJ II RFSERVFS RFSERVES I DEMAND TIMF DEP NON DE INTERRANK
- -------------------------------------- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
(1) I (?) I (3) (4) ( ) () ( ) ("")
I I
MONTHLY LFVFLS-%MILLION II
------------------------ I I
I I I IANNUAL RATFS OF rHANGF I*---------------------- I f
QUARTERLY I I
-I II
1973--3P0 OTR. 4.2 I I 10.6 11.3 I 1.4 15.7 90.-
MONTHLY I
1973--DEC. 9.4 I I 10.5 14.4 15.) 4.3 -?7.4
SII
MAR.-APR. I 14.1) ( 11.4) ( 8.8) I ( .4) ( i.b) ( 61.3)
SII
WFFWLY LFVFLS-SMILLTONS
------ --------------I I
STRICTLY CONFIDENTIAL
---------------------
APRIL 12, 1974MONETARY AGGREGATES
(ACTUAL AND CURRENT PROJECTIONS, SEASONALLY ADJUSTED)
l------------l-l--ll--l-l---ll-ll---ll-------l-------i--l-l--l--l----ll---l--- I-----l-----l-ll------------l-ll--l----l
I MONEY SUPPLY I ADJUSTED II U.S. I TIME AND SAVINGS DEPOSITS I NONDEPOSIT
I NARROW I BROAD I CREDIT II GOVT. I I OTHFR I I SOURCES OF
PFPITO I (MI) I (M2) I PROXY II DEPOSITS I TOTAL I THAN CD S I CD S I FUNDS
MONTHLY LEV'FLS-ILI IONe
---------------------- I
MAR.
APR.
PEurFNT ANNUAL GQO.TH
--------------------- I
OIIAPTFLY I
--------- I
MUNTW|_Y I
-- *---- 1
MA.-APP. I
WFFYLY LFVFLC-$SHLLTONq
----------------------- I
FF4. A
13 I
20
/7
MAP. *
13
-n I
P7 P
APR. 3 P
In PFr
( 7.4)
( 9.2)
(3) II
II
I
I I
I I
I I
10.5 II
3.3 II
II
8.6 II
II
II
II
II
(17.5)
I I
II
II
4b8.2 II
456.4 I
459.3 I
460.3 11
I 1
( 4.5) I
(17.2 )
( 8.4)
( 9.3)
STRICTLY CONFIDENTIAL (FR)
APRIL12, 1974
STRICTLY CONFIDENTIAL (FR)
APRIL 12, 1974
STRICTLY CONFIDENTIAL (FR)
APRIL 12,1974
April 12, 1974
Appendix Table II
RESERVES AND MONETARY VARIABLES
(Seasonally adjusted, billions of dollars)
ANDe ALLY
Dec. 1970
Dee. 1971
Dec. 1972
MQEILXY:
1973--Jan.
Feb.
Mar.
Apr.
May
June
luly
Aug.
Sept.
Oct.
Nov.
Dec.
WEEKLY:
1974--Jan. 2
Apr. 
3
RECaSFES MONEIV STOV MA Samx RANi CIRJnTT MNASURES VTHERI ........ I. ST-CK ..... RES C. RDT. .. .
.
EASURES
. . .
Non-
bo oved
Available
to Support
Iv p,. n,-..4,-
(3)
Tot Pvt. De
Total Nt. Dep,.
Adjusted Total
Credit Loans &
Time Thrift
Other Institution
- i - 1
(9)
Investmenca Ilme Inan Cuus eoss u ruma un'__. 4
Nan- U.S.
Gov' t
-.
(9)
if Estimated monthly average levels derived by averaging end of durrent month and end of previous month reported data. p - Preliminary.
NOTE: Reserve requirements on Eurodollar borrowings are included beginning October 16, 1969, and requirements on bank-related co ercial paper are included beginning October 1,
I -
","alternative B"
1974-05-21,21,"(21) Under alternative C and possibly also B, sharply higher
interest rates would erode asset values and bring the adequacy of bank
liquidity into question. Banks outside major money centers might in some
cases be excluded altogether from raising funds in national money markets.
With the intensification of pressures on financial institutions and
financial markets, many institutional lenders would likely severely
restrict loan extensions. The mortgage market would come under great
pressure and some nonfinancial businesses would encounter serious liquidity
","alternative C"
1978-02-28,21,"(22) The approach of alternative A appears most consistent
with a monetary policy that encourages more rapid growth in the monetary
aggregates over the longer-run than under either alternatives B or C.
Nevertheless, given the strength projected for economic activity, the
near-term decline in the funds rate under A would probably soon have to
be reversed to restrain growth in the aggregates to rates consistent
with the mid-points of longer-run ranges for alternative A. The funds
rate would have to begin rising again in the second quarter and might
reach a high for the year of about 7-3/4 per cent by fall.
Directive language
","alternative A, alternative A"
1978-04-18,21,"(21) Alternative A is consistent with a policy designed to
encourage more rapid growth in the aggregates over the longer-run.
However, given expected nominal GNP growth over the policy period,
the near-term decline in the funds rate would soon have to be
reversed to restrain growth in M-1 to the mid-point of its longer
run range. By late spring, the funds rate would have to begin
rising again, reaching 8 per cent by late in the year.
Directive language
","Alternative A"
1979-03-20,21,"(21) Over the QIV '78-QIV '79 period as a whole, the staff
still expects little net change in the Federal funds rate, given M-1
growth a shade above the middle of the Committee's 1½ to 4½ per cent
under alternative B and would, of course, more surely rise under
alternative C. But interest rates might tend to decline somewhat
in the latter half of the year, especially under alternative C, as the
rate of growth in nominal GNP decelerates further. Under alternative A,
however, we would expect interest rates to rise later in the year to
offset the stimulative effect on the aggregates of the easing in market
conditions assumed for the weeks ahead if M-1 growth over the year is to
be near the middle of the 1½ to 4½ per cent range. The projected
interest rate paths are shown in appendix I. All paths assume a down-
ward shift in money demand (in addition to ATS effects) on the order of
growth by a little less than 3 percentage points.
Directive language
","alternative B, alternative C, alternative C, alternative A"
1979-11-20,21,"(21) The monetary aggregates targeted over the last two months
of the year under alternative A would not lead to growth in the monetary
aggregates for the year 1979 very much different from that of alternative B,
but the lower interest rates associated with this alternative might tend to
moderate the expected recession in economic activity and tend to increase
the quantity of money demanded in early 1980. A reasonable implication
of this alternative, therefore, might be a policy in early 1980 that supplied
somewhat more reserves and money than consistent with the assumed 6 percent
midpoint of the Committee's longer-term target for 1980. Such a policy
early next year would, in turn, imply the need for more constraint on
money growth as the year progressed.
","alternative A, alternative B"
1980-02-04,21,"(21) Alternative C contemplates a reduction in money targets
for the current quarter to a 4 percent annual rate, as indexed by M-1A.
This would probably lead to some rise in the funds rate over the next
few weeks unless the economy weakens more than projected. Growth of the
monetary base would probably be at an annual rate of 5 percent, while
total reserves are likely to decline slightly. Initially assuming a level
of borrowing of about $1.5 billion, nonborrowed reserves would decline at
about a 6 percent annual rate over the January to March period. As shown
in the charts, alternative C implies that the money stock will be below
mid-point paths in March and further below them in June. Consequently,
in order to achieve longer-run targets, policy would have to be more
expansive in the second half of the year, leading to more substantial
downward pressures on short rates at that time than under alternative B.
","Alternative C, alternative C, alternative B"
1980-07-09,21,"(21) Alternative C contemplates a 6 percent rate of growth
in M-1A from June to September and continuation of that rate for the
balance of the year in order to achieve a 3 percent growth in that
aggregate from QIV '79 to QIV '80. Total reserves would have to expand
at a 6¼ percent rate. Assuming member bank adjustment borrowings of about
$200 million during the forthcoming intermeeting period-given the current
discount rate--nonborrowed reserves would increase at a 5¼ percent rate.
These reserve specifications suggest that the funds rate would increase
to around the midpoint of the 9 to 14 percent range suggested for this
alternative. And an even higher funds rate would be likely to emerge by the
fourth quarter. The policy stance of alternative C would intensify the
recent weakness in money and capital markets, and interest rates would be
expected to rise throughout the maturity spectrum. These interest rate
developments would probably lead to a strengthening of the dollar in foreign
exchange markets.
Directive language
","Alternative C, alternative C"
1981-07-06,21,"(21) Under alternative B, M1-B would grow at a rate that would
leave it below the lower end of the FOMC's 1981 range until November.
If this growth rate were continued through year-end, it would result
in growth for the year just marginally above the low end of the 3 to
higher interest rates would tend to hold M2 growth down. Growth of total
reserves of about 10½ percent, at an annual rate, from June to August,
would be consistent with the alternative B monetary target. Given the
present discount window structure, borrowing likely would run $2 billion
or a bit more.
","alternative B, alternative B"
1981-12-21,21,"(21) The contemplated modest decline in short-term interest
rates under alternative A might be accompanied by a tendency for the dollar
to decline on exchange markets. However, any decline could be short-lived,
or limited, as foreign central banks take advantage of any strengthening
in their currencies to lower their own interest rates further in light
of continued weak performance of their economies.
","alternative A"
1982-06-30,21,"(21) The firming in the funds market expected under alternative
C should be accompanied by moderately higher market rates generally but
with the likelihood that commercial paper and CD rates may rise more
rapidly than Treasury bill rates as concerns about spreading financial
problems are exacerbated. The 3-month bill rate may be in a 13 to 13½
percent range, and 3-month CD rates could move above 16 percent. Financial
pressures would inhibit the upturn in aggregate demand. The bank prime
rate likely would rise, as would primary mortgage rates. The dollar
probably would come under further substantial upward pressure in exchange
Directive language
","alternative
C"
1983-02-08,21,"(21) Under all three alternatives, we expect a slowing in the
growth rate of the various monetary aggregates from their unusually rapid
January rates. M2 growth, however, is expected to remain quite sizable.
Under alternative B, M2 is assumed to grow at an ""underlying"" annual rate
Alternative Levels and Growth Rates for Key Monetary Aggregates
Alt. A Alt. B Alt. C Alt. A Alt. B Alt. C Alt. A Alt. B Alt. C
Growth Rates
Monthly
Dec. to March
Jan. to March
Growth Rates
Quarterly Average
of 8 percent from the end of January. Actual growth is higher because
of continued, though diminishing,shifts into MMDAs.1/ M1 growth, which
has been quite substantial for several months now, is projected to decele-
rate markedly, partly as the lagged upward effects on growth of this
on a quarterly average basis would be around 8¾ percent, implying a slight
further drop in velocity in the first quarter of the year. M3 growth over
the February-March period is expected to expand about in line with its
December-January average.
","alternative B"
1983-05-24,21,"(21) Alternative C, which contemplates an increase in the federal
funds rate to the 9 to 9½ percent area, would imply a level of adjustment
borrowing between $500 and $700 million at the current discount rate. With
an increasing amount of reserve demands met at the discount window, non-
borrowed reserves over the next month would decline at an annual rate of
around 2 percent. The 3-month bill rate would probably rise into the 8½
to 9 percent area, and the prime rate would come under upward pressure.
Bond rates, too, would rise, perhaps sharply initially, but subsequent
investor willingness to acquire long-term assets in light of improved
inflationary expectations would tend to blunt such increases.
","Alternative C"
1983-07-12,21,"(21) Given recent market rate adjustments, it would seem most
likely that interest rates would generally remain near current levels
under alternative A or decline some. In large degree, market rate increases
in recent days seem to have been in anticipation of a further tightening
of monetary policy. The 3-month Treasury bill rate might be in an 8¾ to
ceptionally sensitive, however, given the unexpected strength of the
economy, and the level of rates will be strongly influenced by assessment
of the meaning for monetary policy over the next few months of incoming
economic news and the Federal Reserve's decisions about longer-run targets.
If and as short-term interest rates tend to stabilize, long-term rates
may tend to decline from current levels.
","alternative A"
1984-01-30,21,"(21) The more rapid growth of money under alternative A would
bring M1 near the upper limit of, and M2 into the upper part of, their
respective alternative II longer-run ranges. In that sense alternative
A may be more consistent with the more expansive longer-run growth rates
of alternative III.
","alternative A, alternative
A"
1984-07-16,21,"(22) The degree of tightness in bank reserve positions under
this alternative would also work to restrain money and credit growth later
in the year. Thus, alternative B may be consistent with growth in M1 over
the year 1984 in the area of 6-1/2 percent with only a little further
upward movement of interest rates. Growth of M3 and credit for the year
would probably be somewhat above the upper limits of their current longer-
run ranges, though expanding somewhat more slowly in the second half than
in the first half of the year. Growth of M2 would be expected to be
around the midpoint of its long-run range.
","alternative B"
1985-02-12,21,"(21) Alternative A, which contemplates that M1 growth will
slow relatively little from the December-January average to around an
with long-run alternative I. Borrowing at the discount window might be
reduced to its frictional level--about $100-200 million at present.
However, a further reduction in the discount rate, or provision of above
average excess reserves through open market operations at least for a
while, may also be needed if the federal funds rate is to drop nearer to
the 7-1/2 percent area that seems more consistent with the reserve growth
needed to attain the money specifications of this alternative. Non-
borrowed reserves would be expected to grow at about a 20 percent
annual rate over the February-March period.
","Alternative A"
