,Date,Speaker,content
4050,1990-04-11,CROSS," Yes, Mr Chairman I might just give a very brief comment on the mark Actually, the rates have been not much different from the ranges that they were trading in for a couple of weeks or so before the G-7 meeting If so, they are at about 158 yen or a little below and 167-1/2 mark The market did quickly come to the conclusion that the G-7 did not give the Japanese much, but it seems to think that maybe the Japanese did get a little something, having seen this intervention On two of the past three days there has been intervention and it has been a total of a little over $700 million for the whole period [Unintelligible] a fairly substantial number of central banks The market feels that this is mainly symbolic and has perceived that it is financed almost entirely by the Bank of Japan Actually, of the $730 million that has been done since the G-7 meeting, I think about has been financed by someone other than the Bank of Japan That included the amount we did which was a total of $50 million for our own account and for the Bank of Japan They had very thin markets during this period; it was a pre-holiday kind of period There is some nervousness in the market about the possibility of intervention Even though they think [they know] what happened, they still don't dismiss it entirely Also, the markets have been complicated a little by some continuing rumors and nervousness about the possibility of some US institutions being in trouble But generally speaking there hasn't been a lot of rate movement They have been noticing this They think they understand that it is largely a symbolic move And since we're in a kind of pre-holiday period, the jury is still out We may need to wait until sometime after the holidays next week before we get a better idea of whether the pressures are going to reemerge in a very substantial way There is some continued talk as to whether the    4/11/90  Japanese might raise their discount rate during the holiday weekend People remember that the last time it was raised was on Christmas Day and they wonder if something like that is in the wind So the market is generally a bit nervous and probably is going to wait a while until after the holiday period and then reassess and decide where it will go Thank you, Mr Chairman  Yes, I don't want to make too much of this, but during the course of yesterday and this morning there were rumors moving around in the market that some US bank is having problems, and one or two of the big banks were mentioned It did seem to tend to make the dollar somewhat lower at the time when the pressures had previously been moving up a little But I wouldn't exaggerate this This market is filled with rumors all the time Essentially the dollar, as the Chairman said, has been trading pretty much within a very narrow range, given the circumstances, and more or less irrespective of what has been happening in terms of these various pieces of intervention that have taken place, which may have affected it modestly There are various reports that people sift through after a G-7 meeting and they try to read the tea leaves and come to an interpretation about what it means for the future So, basically the market has been very stable But there were some rumors yesterday and this morning "
4062,1990-05-15,CROSS, [Statement--see Appendix] 
4086,1990-07-02,CROSS," [Statement--see Appendix]  I'm sorry, it was Honduras rather than Costa Rica in the ESF arrangement "
4110,1990-08-21,CROSS," [Statement--see Appendix]  Well, I think the Treasury is interested, as we are, in not having these [warehousing] amounts continue indefinitely and be too big So, when the conditions were such that it was possible to make some arrangements in order to bring those holdings down, they were not reluctant or hesitant to do this It's not envisaged as a continuous or perpetual facility  Our mark holdings?  We don't have any plans at the present time  Well, I don't think we had any intervention transactions in the last period  I'd have to look it up, but there hasn't been any exchange market intervention for some months  We'll check the date "
4152,1990-09-17,CROSS," [Unintelligible] Since the last FOMC meeting the dollar has slipped about 6 to 7 percent against [the yen] The market continues to focus on the weak fundamentals of the economy and the implications of that are lower US interest rates and easier monetary policy Of course, the United States already has the lowest short-term rates, I think, of anyone in the G-10; and the market is concentrating on the fact that, if anything, rates are likely to go lower here and they may be going in the other direction in some of the other countries During the Kuwait crisis the dollar hasn't seen as much of an upward movement from the kind of safe haven consideration that might have been expected from earlier situations In fact, [those in the trading] rooms around town tell us that since August 2 their older traders who have been through these situations before haven't done as well as the younger traders who haven't had that experience So, the safe haven consideration has not given as much upward momentum as the old hands would have expected But there is still some effect For example, last Friday, when it looked as if there was going to be real shooting with real bullets and on similar occasions when the situation has become that serious, the dollar has shown some upward movement So far, though, I think the effect has been mainly in helping to keep the dollar from sliding more And it does give people pause about going too short against the dollar There has been an awful lot of attention on the yen, given that Japanese interest rates have risen significantly since our last Committee meeting, and there are expectations of, if anything, possible further increases--in contrast to the situation here And as the dollar/yen rate has declined, we think there has been some increase in hedging by some of the Japanese investors through currency options and [unintelligible] So far we haven't heard of a major strategic decision for massive kinds of hedging or currency shifting But there is the danger that if the dollar continues to slip we could get a lot more of that at some point So, Mr Chairman, we sit here in a rather precarious position in which the dollar in trade weighted terms is at about the low point that we hit around the end of 1987 The decline thus far has not been disorderly or frightening, but it could move in that direction very suddenly That completes my report, Mr Chairman  We have not gotten any serious indications They have, of course, become more attentive to the situation as the dollar has continued to slip But there has not been evidence of that desire at this point "
4176,1990-10-02,CROSS," Yes, Mr Chairman [Statement--see Appendix]  Well, it's very hard to be sure It may be that over time as other currencies tend to be more widely used and as other markets tend to be further developed one might expect some lessening of the uniqueness of the dollar Also, we now have a situation in Europe where for the first time the political differences and uncertainties that existed before aren't there, which may have meant that on this occasion there was more willingness to use some of these other currencies because they don't see the same kinds of political East/West problems as before It could be for any number of reasons But it's certainly true that the traders we talk to tell us that the old timers who work for them were all taking positions that assumed there would be a lot more movement into the dollar than happened As I say, it could be having a significant effect in the kind of cautionary attitudes [unintelligible] We also detect that a lot of people are very hesitant to be very short of the dollar in these circumstances because they think if there is overt military hostility the likelihood is very high that the dollar would pop up So, quite often recently on Fridays we see evidence that there's a lot of settling of the books--that people don't like to go home for the weekend very short of dollars because they fear that if some really serious hostilities were to break out they could find themselves suffering very, very large costs  Well, that's true I certainly should have mentioned that factor There is hesitation about US institutions    10/2/90  What we also have heard a lot is that instead of movement from one currency to another currency there has been a surge of movement to liquidity in many places So this tends to be a greater shift to liquidity than to a currency  One can think of any number of possibilities Certainly, one concern is the fact that the Japanese industries are holding something on the order of $250 billion or so that would be largely unhedged And because of what may happen here that could cause them to get frightened and to start running for cover fast Or, as I was indicating in my comments, there are factors in Japan that could lead to a desire to shift a lot more funds [to yen] for their own reasons One could envisage all kinds of scenarios that could cause the dollar to start moving down very, very, rapidly, with a lot of investors all around trying to get out  It's a real danger  No, there is no need for any action  Certainly, you'd likely get a reaction if there were the larger move On the more moderate one, I think the markets are expecting it but there might still be a reaction, even though they are expecting it and have built it into their thinking, on the grounds that it would sort of confirm it Basically, I think the general attitude toward the dollar is negative and that kind of easing would tend to confirm that the Committee may be going in that direction So, you could get a reaction even on the smaller move  There certainly is that possibility And if it happens this quickly and spreads through all the other markets and has all these effects on interest rates and the stock market and everything else, then we have a real mess on our hands It's impossible to assess how big the possibility of that is But the market's view toward the dollar is generally negative So, there is some susceptibility--some fertile ground to see something starting as a movement down, which could then lead to a lot of efforts to get out and protect the dollar That is a serious possibility  Well, the dollar has been stable for the past few weeks, basically, except for the strange things going on with the yen  Well, as I say, if you cut away from all of these things, as far as we can tell the general sentiment toward the dollar is negative Markets are talking about moving further toward 150 on    10/2/90  the mark and toward 130+ on the yen So, that is the sort of framework we are dealing with After having heard the statements of the Chairman and various other things that have gone on, the markets certainly would not be surprised to see the middle option move tied in with action on the budget That is probably the general expectation of most people out there "
4201,1990-11-13,CROSS," [Statement--see Appendix]  We now have $4-1/2 billion warehoused  The limit is $10 billion  Well, there is an occasion to reexamine these limits, which comes up in February I'm sure we can look at it at that time  But we do, of course, have very close ties with the Mexicans for many, many reasons And we've had the swap line outstanding with them for decades At times it has been regarded as useful for the Federal Reserve to be in a position to provide some financing during a period when Mexico was working to try to get its situation under control We have participated with the Treasury and it has been very helpful to be in a position to be able to provide in effect a measure of confidence about what Mexico was trying to do, which we were very much supporting But never did we do anything that caused really great exposure for us    11/13/90  I would think that most market participants expect that there will be some change in the federal funds rate looking ahead over the next few days or so; at least there seems to be a general expectation of a very modest change and a [possibility] for another one The latter is a much smaller expectation but some people in the market are thinking about a further step maybe by the end of the year Even though they are expecting such a move to take place, that doesn't mean it would not have any impact in the exchange market; I think much will depend on how and when [a move is made] and the circumstances and so forth, and whether the market gets the idea-- looking further into the future--that we're on a particular path in a particular direction So, even though most people in the market expect that there will be a modest change in the federal funds rate, I don't think one can conclude that that wouldn't have any effect It might not have any immediate effect, but it certainly goes into their thinking about what they're looking for over a longer period My own feeling would be that a discount rate move would be regarded as a more significant step and one that I don't think they really are anticipating at this point  I got the impression from the Japanese that they took about 2/3rds as much this time as they had in some earlier periods  Based on forward rates and so forth we think that most people are expecting it As I was indicating earlier, that doesn't mean that it might not continue to have an effect--maybe not immediately, but it influences people's views about the next x weeks "
4223,1990-12-07,CROSS," Mr Chairman, for several weeks, up until the past couple of days, the dollar was finding pretty good support in the market, seemingly based on the continued Middle East tensions, the expressions of concern about a weak dollar from the Treasury and the Federal Reserve, talk of a G-7 meeting, some year-end activity, some of the uncertainties in Japan, some feeling that the dollar has fallen to a level where it is at a minimum very competitive, and also a view that the Fed's monetary moves have been quite measured Yesterday and today the dollar eased off about 3 yen and 3 [pfennigs], reflecting unwinding of some of the [unintelligible]--not entirely, but a considerable amount--and a more negative view of the economy following    12/7/90  the release of this morning's statistics and the implications of that for interest rates Today, the dollar has not eased all that much; it may be that the dollar's decline has been kept in check partly by a spate of rumors this morning that the United States was intervening in the foreign exchange markets to support the dollar or perhaps a reluctance to take on new positions on a Friday afternoon But we hear comments--including comments from our [unintelligible] committee, which happened to meet today--that a significant reassessment is now going on in the market and that many [market participants] feel that the downside potential for the dollar has increased That's my report, Mr Chairman  Mr Chairman, Sam Cross May I just make clear what I was saying about this whole question? As I said earlier, I think one of the factors that has given the dollar some strength over recent weeks has been a perception that the monetary moves have been measured and understandable in light of the way the markets have moved and in light of the way the economy has moved I think the [exchange] market is now going through a very searching kind of reassessment and they find themselves in new circumstances because of the Middle East situation and because of the worse-than-expected economic situation Anything that conveyed any sense of panic on the part of the Fed would have the possibility of a very serious impact on the exchange market Certainly, some of the people in that market are expecting a possible discount rate move at some point But I wouldn't say that this is a    12/7/90  move that could be made without any expectation of an impact on the exchange market  Well, not anything very formal or official or anything other than what the market is expecting The situation with respect to the Japanese seems to have changed recently Whereas earlier the general market view was that the Japanese would be tightening, that perception has turned around With respect to the Germans, there is still an expectation of a possible--or some are even saying a probable--tightening perhaps as soon as next week when they have their meeting on Thursday the 13th, which is just prior to some EC meetings Some people are saying that the Germans would want to move before then in order to position themselves for the EC So, there's still a very substantial expectation that the Bundesbank may tighten further soon "
4281,1991-02-05,CROSS," Mr Chairman, this is the warehousing agreement proposal?  Mr Truman circulated a memorandum on this matter to the Committee and I concurred in the memorandum The Committee will recall that at its meeting last March it agreed to a proposal to increase the warehousing maximum by $5 billion, from $10 billion to $15 billion This was made subject to a Treasury request In the event, the additional amount of $5 billion was not needed during the year and was not used; there was no Treasury request to use it Indeed, the Treasury has taken an initiative, with our aid and encouragement, to reduce the amount outstanding under the present warehousing agreement As you know, the amount outstanding has been reduced in the past months from $9 billion, which is where it stood when the Committee approved the increase, to $4-1/2 billion The Treasury in reversing these amounts and reducing the outstandings to $4-1/2 billion has always urged that a cushion of unused capacity be retained in case there is a requirement for it, even though [the need] has been going the other way We have made the point that we don't think the warehousing facility should be in continuous use and we have been helping and encouraging them in bringing the amount down from $9 billion to $4-1/2 billion Our view is that the correct approach at this point would be to drop the additional $5 billion that was added last year and to seek the renewal of the facility at the present time with the pre-existing maximum of $10 billion And I so recommend, Mr Chairman  Well, there have been warehousing arrangements with the Treasury going back to the early 1960s I would have to seek legal guidance on what would happen if at the time when there were outstandings the Committee did not authorize their continuance  I assume so, yes The next ones that fall due are in May and June Well, I don't know what the legal position would be If there were no warehouse facility, I don't know whether that would mean that the whole $4-1/2 billion would have to be ended at this moment or--  There are terms on them  It means that the FOMC endorses the continuance of this facility up to a maximum of $10 billion, yes  Well, as I say, the Treasury has taken the initiative and has acted to bring down the amount outstanding quite substantially in this past period They have always made the point very clearly that in doing so they urge and would expect that there would be a continuation of this [facility] so that if conditions should change--and they can change--it would be available to them quite promptly in order to continue further warehousing At this point conditions are such that it certainly does not look like that's the way it's going; it's going the other way We're in the process of reducing our foreign currency holdings  If we authorize the $10 billion, then typically we act on their request in providing the warehousing Now, obviously, this is not an adversarial relationship, as far as I'm concerned It's something that we talk to them about, work with them on, and deal with them on a daily basis It has always worked satisfactorily on that basis    2/5-6/91  Any action to change this does get reported If we leave it at $10 billion, that's outstanding until we choose to act otherwise or we look at it again next year  We've made clear to the Treasury many, many times that we don't visualize this as a facility that should be in continuous use It's there when conditions are such that it's required and it should be drawn down, or reversed, at times when conditions warrant That's the basis we've been working on and the basis on which it has been reduced to $4-1/2 billion in recent months  [Statement--See Appendix]  I think it happens automatically, but I defer--  Well, it's very hard to predict because one never knows when something is likely to set off concerns about confidence in the [exchange] rate of the dollar, which could lead to a precipitous fall and spread to other markets and all the problems that that entails, since we obviously still have a large deficit that we still have to finance and have to attract the funds to do it There has been downward pressure on the dollar and, as I say, it's at an all time low in terms of the mark As to the prospects over the more medium term, there are some facts that tend to provide more encouragement about it For example, the dollar at these very low levels is considered by many people to be quite competitive; and if this present period can be managed, then maybe that [sentiment] will begin to be reflected more in the exchange markets  It is an ongoing saga Every time we have a refunding the question arises Will it this time be a party to which no one comes--a Stella Dallas party? But thus far, [unintelligible] There continues to be foreign participation; it changes and at times has declined quite noticeably, but funds continue to come in Peter, do you want [to comment]?  Also, a lot of the activities in the foreign exchange markets reflects changes in hedge ratios That [means that if] Japanese investors and these categories of large investors decide that they think the dollar's prospects are not good, they will change the hedge ratio without necessarily getting rid of the securities or anything like that So, you can't detect this just by what is going on in the securities markets There's an awful lot of hedging and dehedging and that is a very important factor  They pay us in marks and yen and we feed them out in a manner that is like our normal customer business In other words, we just try to make clear that this is not an action by us [so as not] to appear to be influencing the rate  As far as we can tell, it has worked out quite well so far  We have used the BIS for some portion of these sales of foreign currencies, so that we're not seen in the market to appear to be selling Thus far, it seems to have worked out satisfactorily  That's close  Are you [using] DM or dollars? "
4309,1991-03-26,CROSS," [Statement--see Appendix]  No, I think it's more just an indication of the events of this period Certain parts of the Treasury had at times shown a keen interest in trying to get some G-7 interest in something approaching [that], but I wouldn't say target zones But there has been a considerable reluctance on the part of the other G-7 members to do this I think the intervention that we saw in this period was really not so much a concern about the specific level that the dollar had reached as it was the fact that the dollar had moved up very, very rapidly--by about 16 percent in a few weeks At times the markets were really quite disorderly Last Thursday there was a movement of six pfennigs in one day And the markets were very unsettled at times also in response to the proposals, specifically by the Germans, to participate in some coordinated intervention because of their concerns about the threats on the mark  Well, Mr Chairman, to move to another subject Questions have been raised about the level of US foreign exchange balances and whether it would be appropriate to take some moves to reduce those balances I would like a few minutes to discuss this matter with the Committee, if I might The US authorities combined --that is, the Federal Reserve and the ESF--now hold marks with a market value of about $30 billion and yen with a market value of about $18 billion  Let me mention some of the pros and cons of having these balances First, on the positive side, looking at it from the perspective of where I sit, there certainly are some distinct advantages of our owning for the first time ever substantial currency reserves Without having to belabor the obvious, not having to depend on the Bundesbank and other foreign central banks for all our financing at times of need gives us a great deal of independence as well as more of what I would call policy flexibility to deal with any exchange market flare-up, without necessarily having to change some of our policies at a time when that might not be wise or appropriate Also, I would say that's one reason we got through the heavy downward pressures on the dollar that we faced in February that I just described--and got through it really with relatively little pain and anxiety compared with previous problems of that sort A lot of that had to do with the fact that we have more credibility and more market confidence because we do hold substantial balances The market is aware that we hold them and that we are able to take action if we want to I think that did help to keep the dollar's decline from getting out of hand at a time when our currency was at all time lows Also, I should say that our currency balances, which are certainly far higher than ever before, if compared to international standards in other countries don't really show as a high currency reserve currently  On the negative side, our reserve holdings do entail exposure to the exchange rate risk At present the ESF and the Federal Reserve combined have a cumulative net profit--that's the difference between the present market value of our currency holdings and the acquisition value--on our currency balances of around $4 to $4-1/2 billion of which the Federal Reserve share of the profit amounts to about $32 billion Of course, we regularly mark-to-market on these balances, and these translation gains have already been reflected in our balance sheet This means that the Federal Reserve's share of the profits have been used when they were accumulated to increase the level of Federal Reserve profits that we hand over to the Treasury Accordingly, if the exchange rate moves up from this point, the level of those cumulative profits declines Only if the dollar goes down does this [backtrack] the other way And if the dollar goes up, that reduces the Federal Reserve profits going to the Treasury There's a concern that this exchange rate exposure and the possibility of these translation losses could lead to public and Congressional criticism There is no real loss in terms of the interest these days Our interest rates are presently below those of both Germany and Japan; [so that goes] the other way  If there were a need to cut back on our currency balances, it seems to me it's important that we have a clear and well understood    3/26/91  rationale for the action Of course, we could reduce them by more active intervention operations and that's perfectly understandable But if we simply adopted a conscious policy of getting rid of a substantial part of our reserves, it seems to me that that could be seen by the market and by foreign officials and by the general public as a move by the United States toward withdrawal of its role in international responsibilities and its role in helping to maintain the stability and smooth functioning of the [international financial] system One possible rationale for selling reserves other than through our intervention operations is to unwind some more of the warehousing Last year we did succeed in selling off a substantial amount of foreign currency balances as part of the unwinding of the warehousing arrangements with the Treasury We sold some both off- market and on-market and we explained it publicly after the fact That did not cause problems and was accepted as a reasonable and understandable action to reduce the warehousing; it is generally agreed that drawings under the warehousing are not to supposed to be permanently outstanding  Another possibility would be to adopt an approach of selling the earnings on our reserve holdings from time to time as we have the opportunity and putting those out into the market or elsewhere as conditions permit Other nations sometimes follow approaches not too different from that For example, the Germans accumulate their troop dollars in this manner and then feed them off; they may keep them for a considerable period and then feed them off into the market even when it seems desirable to do so or when conditions are favorable for absorbing them without market disruption Similarly, we might look for opportunities to make sales to other central banks whose reserve needs might be complementary to our own So, an approach of some sales along these lines for reducing the warehousing or for disposing of some of the earnings would provide some considerable scope for flexibility in disposing of some of the balances However, at the moment, I should say that the prospects for such sales are not very encouraging With the dollar strengthening very sharply, neither the Germans nor the Japanese would like to see us putting more mark or yen balances into the market under present conditions Also, the Bundesbank has just paid a substantial amount of its dollar reserves to us for its Desert Shield contribution and that, as well as the intervention, reduced their dollar reserves And the Bank of Japan has just paid us a little under $6 billion in dollars as we converted the yen that they have contributed for the Desert Shield operation In light of these circumstances, I would suspect that neither of those central banks is likely to be interested in either further off-market exchanges right away or market [sales] But over time we could think of ways to utilize some of these currencies along these lines and ways to provide us some more flexibility if that is the Committee's wish Thank you  The Treasury's present warehousing is $4-1/2 billion I think they would not be happy to reduce it totally, but we    3/26/91  did reduce it by a considerable amount last year, and I think some further reduction would certainly be possible  Well, it's very difficult to be at all precise in this  Even in interest it's hard to say how much--  Well, I really do think it's difficult to set a specific target level It seems to me that the reserves that we have accumulated as a consequence of what we've done and not done-- One of the problems is that it's very difficult to say we don't need $48 billion, we need $42 billion or $55 billion It's very hard to justify that kind of decision, it seems to me  $50 billion  Well, as I say it's very difficult to know the kind of reserve needs we may have because we don't know what circumstances we're going to face The fact that we have them in a sense makes it less necessary to use them So, to impress the market and to impress the rest of the world, it seems to me we need a substantial level--along the lines of what we have Our reserves are not high relative to, say, those of Germany or Japan or even Taiwan, which of course has the highest in the world By most international standards we do not have a level of reserves that shows us to be excessively endowed by these kinds of comparisons You can argue how much the United States should have, given its position, whether that's more or less But it seems to me that the United States should be up with the big players, as it were, and that we should have amounts that don't look quite small relative to what other major countries have  That's right  You also need the cooperation in order to borrow, and that's what we obtained the last time But it takes time and so forth and so on Obviously, the ability to borrow in the open market is one potential source  Well, we intervened in the amount of $14 billion during the February period; that's the only intervention  Well, I don't have the precise--  Well,--  $15 billion Do you mean the amount of the warehousing?  Probably $53 billion; I don't have the precise number, but I would say around $53 billion  Well, I don't see that $53 billion particularly as a ceiling or anything else I don't see any need for us to continue to accumulate [foreign currency] reserves, if that's your question  Well, you've asked a rhetorical question But it seems to me the question is whether you agree with the approach on the intervention, not the question of what is the level of reserves  -12-    3/26/91  If we always intervened when the dollar rose and never intervened when the dollar fell, our reserves would accumulate  You're not getting any assumption from me What I was talking about was the possibility, if the Committee has the desire, of looking for occasions to feed out some of these currencies as we did last year We could look for opportunities to put them out in ways that don't have an exchange rate effect--just sell off a few and announce that the only [reason] that we are [selling] is to help bring down the warehousing or that we have an approach of disposing of some of the earnings from time to time That was the concept I was--  Well, I do think that's more a question of the approach to intervention than of reserve determination  Are you asking in the legal sense or the policy sense?  Legally, it is set by the Committee We have a limit of $25 billion in exposure, which is the maximum that we can--  No, the Treasury's holdings are part of the ESF and subject to the determination of the Secretary of the Treasury  Well, we and the Treasury have a different amount of [foreign currency] reserves at the present time We have a higher level of reserves partly because of the warehousing But even excluding the warehousing we have--do you have the number, Charlie?  We have about $26 billion and they have about $22 billion So, there are some differences But, as you know, the policy has been for a long time to try to pursue these things together and to work jointly And almost all of our intervention has been financed that way Certainly, the Treasury is very happy with that arrangement and would be very concerned if there were a proposal to go off on a different track  On the intervention the Treasury has a stronger hand  The Committee has the legal authority to set the maximum holdings that we have  Well, it would be inconceivable that we would do any such action without working with the Treasury But also we would not just be selling off other countries' currencies without working it out with them When we did the $2 billion last year we did work it out with the German authorities so that it could be done in a way that didn't cause problems for them and their markets But we're now in a different market situation  I'm not sure I understand We could obviously-- and we have done so--enter into exchanges with the Germans and others to give them back a portion of their currency and receive back a portion of our currency The kind of facility you're talking about, if I understand it, sounds like what the swap was originally intended to do  It sounds like a forward exchange transaction I'll be happy to try to think and see if there--  Right  We'll try to think that one through  Well, I think the Treasury is sympathetic to some reduction but they are not talking about getting rid of the whole warehousing amount or anything like that This hasn't gone through all their [decisionmaking] processes but the discussions that have taken place so far indicate some willingness, certainly, to consider some decline in the warehousing; but they're not talking about the whole amount  Well, I'm not sure I understand We could--  Yes, by the Treasury  It was a Treasury participation in a European BIS swap It was outstanding for about a week "
4357,1991-05-01,CROSS," Yes, I'm on the call  Yes We have had some discussion with the Germans about mechanisms and we have been looking at ways in which we might find some opportunity to get rid of [these deutschemark holdings] as conditions permit us to do so There are a number of technical and other questions to work out quite apart from the question of the willingness of the Germans and possibly others to do it And we also are trying to talk to the Treasury to make sure that this is something that they are interested in too So, we're working on it but I can't say that we have answers to it at this point  Well, that is certainly one of the things that could greatly affect this We have been thinking of various possibilities, both on-market and off-market, and we've been canvassing other central banks We are trying to make sure we have canvassed everyone and are trying to proceed to see if we can work something out on this side But, certainly, that's true If exchange rates move the other way, we can be a little more quick to try to dispose of some [of our foreign currency holdings] "
4387,1991-06-10,CROSS," Well, Mr Chairman, the dollar has been firming pretty steadily over the past couple of weeks against the mark, the yen, and the general range of currencies That firming seems to be a reflection of the changing prospects for our economy and the feeling that the end of the recession may not be so far ahead The implications of that are that we are not likely to be seeking further reductions in interest rates and that output and profits are more likely to be a little higher But at the same time nothing has happened elsewhere, for example in Germany, to improve the political or economic prospects there So, though the dollar has been somewhat stronger, it's still generally trading within the same ranges that it has been for some weeks Against the mark, for example, the dollar had traded in a range of 158 to 178 since mid-April, before the G-7 meeting We're now operating at very near the top of that range; it's just under 177  Though the dollar has strengthened, particularly in the past two or three days, both Germany and Japan have been concerned about the other side of that coin--the decided weakening in their own currencies Both Germany and Japan did intervene in the market today; in the case of Germany, their intervention was followed by most of the other European countries at least in modest amounts Both showed an interest in having us join them in the intervention--not in any expectations of reversing the dollar's movement or pushing it down-- but more to give a signal of some resistance to blunt the dollar's drive The case for joining any such operations would have been to do a modest operation in a cooperative move And we've seen not too long ago, of course, how important the cooperation of others was to us in some of these matters The current [mood] in the Treasury was not sympathetic to any operations, and in the end we did not do any operations So, that is where we stand at this point, Mr Chairman "
4395,1991-06-24,CROSS," Thank you, Mr Chairman As you say, this matter of reducing the foreign exposure resulting from these currency balances is one that the Committee members have been expressing some interest about for some time We have been working with the Treasury and the Bundesbank to try to come to a satisfactory solution The plan that we've worked out with them is to exchange over a period of time a total of 10 billion deutschemarks that the Treasury and Federal Reserve are holding for equal value of the Bundesbank's dollar holdings We would make these exchanges at market rates but in off- market transactions The first exchange, which will be for 4 billion deutschemarks against an equal value of dollars, is scheduled to be made tomorrow for settlement on Thursday The overall understanding that we worked out also calls for six subsequent exchanges of 1 billion DM each on a particular agreed date, one in each month over the second half of this year These six exchanges are to be    6/24/91  transacted at forward rates for those particular dates as those rates are calculated tomorrow We will calculate them on the basis of tomorrow's [exchange] rate and the interest [differentials] Now, this arrangement was agreed to in principle with the Bundesbank and the Treasury last Friday It essentially will mean that we will be exceeding the daily and intermeeting limits The transaction was cleared with the Chairman and the Foreign Currency Subcommittee in accordance with the Committee's Procedural Instructions We also have agreed with the Treasury that 60 percent of the mark balances to be exchanged will come from the Federal Reserve balances and 40 percent from the Treasury's ESF It should be noted in this connection that the Federal Reserve balances are currently substantially larger than Treasury's So, the particular allocation will tend to make them somewhat more equal But I should also emphasize that the entire arrangement must be kept completely confidential at the present time The Bundesbank is profoundly concerned about possible adverse market perceptions from any kind of premature disclosure or from discussion or misunderstandings in the market about the purposes and implications of this exchange So, at the present time it's very important that there not be any comment about this arrangement That completes my comments, Mr Chairman  I believe it comes out Friday, Mr Chairman  Yes, we give a report in September, which probably will cover the entire transaction, even though some of the transfers will not have been made  Well, on the first, the only implications for profits or loss are that we hold a smaller amount of marks than we held otherwise and, therefore, we are less subject to either gains or losses resulting from changes in the mark/dollar exchange rate in one direction or another  And we realize a profit For the Treasury, there's a loss on some of the [deutschemark] transactions that we are undertaking On the Federal Reserve side we will realize some gain because we will in effect be selling these marks at rates that are more favorable than the rates at which we bought them  You may be right; my numbers are slightly different, but they may not be up-to-date  In that case they will make a profit as well  On the second [question], in any conversations that I have had with them we were reassured that there is not any quid pro quo in terms of a policy move--that this particular transaction is a cooperative move by both of us and it does result in improving [unintelligible] There was not, as far as I was concerned, any quid pro quo in that  Our losses earlier this year have already been reflected "
4404,1991-07-02,CROSS," [Statement--see Appendix]  We hold $209 billion against a limit of $25 billion  The market has not become aware of exactly what has taken place The market did notice, as I mentioned in my comments, that the Bundesbank was selling Treasury securities, which they needed to do in order to position themselves for this And the market has seen the Treasury's balance sheet, released yesterday, which shows the change in certain of the accounts But unless something has happened in the course of the day, they are still a little uncertain as to exactly what that means There are some who are interpreting these moves as positioning for large-scale intervention either by the Federal Reserve or the Treasury or in the sale of the Treasury securities by the Bundesbank So, they've seen some of the data and I think they will get a clearer view of this when the Bundesbank announces its balance sheet figures, which are supposed to come out Thursday but may come out on Friday  It may be Wednesday or Friday They're now talking close of business Wednesday So, there will be a statement, which will not mention the United States, but will talk about an exchange of these reserve assets for dollars I imagine people will be able to put two and two together at that point  Well, I think when they see everything that has happened, they will begin to understand just what it was Up until now they've been wondering whether it was a gathering war chest for [intervention]  We've given the Treasury a statement    7/2-3/91  So, by Friday when the Federal Reserve balance sheets come out, they will have all the information  That comes out--  It shows both  Well, we do, of course, look at these limits every year We can certainly examine it to see whether the present limits are appropriate The fact that it has come down from $24 to $21 billion is certainly a decline, but we do have to leave room in these limits because we are earning interest regularly on our holdings and we always have to consider what kind of [leeway] we need in order to allow for the interest accruals as well as for the possibility of being able to operate in the market when it's appropriate to do so "
4447,1991-08-20,CROSS, [Statement--see Appendix] 
