macro_variable,meeting_date,forecast_date,projection
gPGDP,19700520,1970.2,4.5
gPGDP,19700520,1970.3,4.2
gPGDP,19700520,1970.4,3.7
gPGDP,19700617,1970.1,6.2
gPGDP,19700617,1970.2,4.5
gPGDP,19700617,1970.3,4.0
gPGDP,19700617,1970.4,3.5
gPGDP,19700617,1971.1,3.2
gPGDP,19700617,1971.2,2.8
gPGDP,19700715,1970.1,6.2
gPGDP,19700715,1970.2,4.5
gPGDP,19700715,1970.3,4.0
gPGDP,19700715,1970.4,3.5
gPGDP,19700715,1971.1,3.2
gPGDP,19700715,1971.2,2.8
gPGDP,19700812,1970.1,6.4
gPGDP,19700812,1970.2,4.2
gPGDP,19700812,1970.3,4.0
gPGDP,19700812,1970.4,3.5
gPGDP,19700812,1971.1,4.1
gPGDP,19700812,1971.2,3.0
gPGDP,19700909,1970.1,6.4
gPGDP,19700909,1970.2,4.3
gPGDP,19700909,1970.3,4.0
gPGDP,19700909,1970.4,3.6
gPGDP,19700909,1971.1,4.2
gPGDP,19700909,1971.2,3.0
gPGDP,19701014,1970.1,6.4
gPGDP,19701014,1970.2,4.3
gPGDP,19701014,1970.3,4.4
gPGDP,19701014,1970.4,3.6
gPGDP,19701014,1971.1,4.3
gPGDP,19701014,1971.2,3.0
gPGDP,19701111,1970.3,4.4
gPGDP,19701111,1970.4,4.0
gPGDP,19701111,1971.1,4.7
gPGDP,19701111,1971.2,3.6
gPGDP,19701111,1971.3,3.4
gPGDP,19701111,1971.4,3.2
gPGDP,19701209,1970.3,4.6
gPGDP,19701209,1970.4,4.2
gPGDP,19701209,1971.1,4.9
gPGDP,19701209,1971.2,3.8
gPGDP,19701209,1971.3,3.6
gPGDP,19701209,1971.4,3.4
gPGDP,19710106,1970.3,4.6
gPGDP,19710106,1970.4,4.8
gPGDP,19710106,1971.1,4.6
gPGDP,19710106,1971.2,3.9
gPGDP,19710106,1971.3,3.6
gPGDP,19710106,1971.4,3.4
gPGDP,19710203,1970.3,4.6
gPGDP,19710203,1970.4,5.7
gPGDP,19710203,1971.1,4.5
gPGDP,19710203,1971.2,3.9
gPGDP,19710203,1971.3,3.8
gPGDP,19710203,1971.4,3.6
gPGDP,19710303,1970.3,4.6
gPGDP,19710303,1970.4,5.9
gPGDP,19710303,1971.1,4.5
gPGDP,19710303,1971.2,3.9
gPGDP,19710303,1971.3,3.8
gPGDP,19710303,1971.4,3.6
gPGDP,19710331,1970.3,4.6
gPGDP,19710331,1970.4,5.9
gPGDP,19710331,1971.1,4.7
gPGDP,19710331,1971.2,4.0
gPGDP,19710331,1971.3,4.7
gPGDP,19710331,1971.4,3.6
gPGDP,19710428,1970.3,4.6
gPGDP,19710428,1970.4,5.9
gPGDP,19710428,1971.1,5.2
gPGDP,19710428,1971.2,4.3
gPGDP,19710428,1971.3,4.9
gPGDP,19710428,1971.4,3.8
gPGDP,19710602,1970.3,4.6
gPGDP,19710602,1970.4,5.9
gPGDP,19710602,1971.1,5.6
gPGDP,19710602,1971.2,4.7
gPGDP,19710602,1971.3,4.9
gPGDP,19710602,1971.4,3.9
gPGDP,19710623,1971.1,5.6
gPGDP,19710623,1971.2,4.6
gPGDP,19710623,1971.3,5.5
gPGDP,19710623,1971.4,4.4
gPGDP,19710623,1972.1,5.1
gPGDP,19710623,1972.2,4.2
gPGDP,19710721,1971.1,5.3
gPGDP,19710721,1971.2,4.2
gPGDP,19710721,1971.3,4.5
gPGDP,19710721,1971.4,5.3
gPGDP,19710721,1972.1,5.1
gPGDP,19710721,1972.2,4.2
gPGDP,19710820,1971.1,5.3
gPGDP,19710820,1971.2,4.1
gPGDP,19710820,1971.3,3.8
gPGDP,19710820,1971.4,3.0
gPGDP,19710915,1971.1,5.3
gPGDP,19710915,1971.2,4.0
gPGDP,19710915,1971.3,4.1
gPGDP,19710915,1971.4,2.2
gPGDP,19710915,1972.1,3.9
gPGDP,19710915,1972.2,1.6
gPGDP,19711013,1971.1,5.3
gPGDP,19711013,1971.2,4.0
gPGDP,19711013,1971.3,3.9
gPGDP,19711013,1971.4,2.5
gPGDP,19711013,1972.1,3.5
gPGDP,19711013,1972.2,2.5
gPGDP,19711110,1971.3,3.3
gPGDP,19711110,1971.4,2.4
gPGDP,19711110,1972.1,4.0
gPGDP,19711110,1972.2,3.1
gPGDP,19711110,1972.3,3.6
gPGDP,19711110,1972.4,2.8
gPGDP,19711208,1971.3,3.3
gPGDP,19711208,1971.4,2.4
gPGDP,19711208,1972.1,4.0
gPGDP,19711208,1972.2,3.1
gPGDP,19711208,1972.3,3.6
gPGDP,19711208,1972.4,2.8
gPGDP,19720107,1971.3,3.3
gPGDP,19720107,1971.4,1.5
gPGDP,19720107,1972.1,5.2
gPGDP,19720107,1972.2,3.1
gPGDP,19720107,1972.3,2.9
gPGDP,19720107,1972.4,2.8
gPGDP,19720209,1971.3,2.5
gPGDP,19720209,1971.4,1.5
gPGDP,19720209,1972.1,5.2
gPGDP,19720209,1972.2,3.1
gPGDP,19720209,1972.3,2.9
gPGDP,19720209,1972.4,2.8
gPGDP,19720315,1971.3,2.5
gPGDP,19720315,1971.4,1.7
gPGDP,19720315,1972.1,5.6
gPGDP,19720315,1972.2,3.4
gPGDP,19720315,1972.3,2.8
gPGDP,19720315,1972.4,2.8
gPGDP,19720412,1971.3,2.5
gPGDP,19720412,1971.4,1.7
gPGDP,19720412,1972.1,5.5
gPGDP,19720412,1972.2,3.5
gPGDP,19720412,1972.3,3.2
gPGDP,19720412,1972.4,3.0
gPGDP,19720517,1971.3,2.5
gPGDP,19720517,1971.4,1.7
gPGDP,19720517,1972.1,6.0
gPGDP,19720517,1972.2,4.0
gPGDP,19720517,1972.3,3.4
gPGDP,19720517,1972.4,3.4
gPGDP,19720614,1971.3,2.5
gPGDP,19720614,1971.4,1.7
gPGDP,19720614,1972.1,6.0
gPGDP,19720614,1972.2,4.0
gPGDP,19720614,1972.3,3.4
gPGDP,19720614,1972.4,3.4
gPGDP,19720712,1971.4,1.7
gPGDP,19720712,1972.1,6.0
gPGDP,19720712,1972.2,2.7
gPGDP,19720712,1972.3,3.2
gPGDP,19720712,1972.4,3.2
gPGDP,19720712,1973.1,4.1
gPGDP,19720712,1973.2,3.5
gPGDP,19720712,1973.3,4.1
gPGDP,19720712,1973.4,4.2
gPGDP,19720809,1971.4,1.5
gPGDP,19720809,1972.1,5.1
gPGDP,19720809,1972.2,2.1
gPGDP,19720809,1972.3,3.3
gPGDP,19720809,1972.4,2.9
gPGDP,19720809,1973.1,3.8
gPGDP,19720809,1973.2,3.2
gPGDP,19720809,1973.3,3.8
gPGDP,19720809,1973.4,4.1
gPGDP,19720913,1971.4,1.5
gPGDP,19720913,1972.1,5.1
gPGDP,19720913,1972.2,1.8
gPGDP,19720913,1972.3,3.3
gPGDP,19720913,1972.4,2.9
gPGDP,19720913,1973.1,4.0
gPGDP,19720913,1973.2,3.5
gPGDP,19720913,1973.3,4.2
gPGDP,19720913,1973.4,4.5
gPGDP,19721011,1971.4,1.5
gPGDP,19721011,1972.1,5.1
gPGDP,19721011,1972.2,1.8
gPGDP,19721011,1972.3,2.5
gPGDP,19721011,1972.4,2.7
gPGDP,19721011,1973.1,4.0
gPGDP,19721011,1973.2,3.7
gPGDP,19721011,1973.3,4.2
gPGDP,19721011,1973.4,4.3
gPGDP,19721115,1971.4,1.5
gPGDP,19721115,1972.1,5.1
gPGDP,19721115,1972.2,1.8
gPGDP,19721115,1972.3,2.2
gPGDP,19721115,1972.4,3.0
gPGDP,19721115,1973.1,5.0
gPGDP,19721115,1973.2,3.8
gPGDP,19721115,1973.3,3.5
gPGDP,19721115,1973.4,4.0
gPGDP,19721213,1972.3,2.4
gPGDP,19721213,1972.4,2.8
gPGDP,19721213,1973.1,4.2
gPGDP,19721213,1973.2,3.5
gPGDP,19721213,1973.3,3.8
gPGDP,19721213,1973.4,3.8
gPGDP,19730110,1972.3,2.4
gPGDP,19730110,1972.4,2.3
gPGDP,19730110,1973.1,4.2
gPGDP,19730110,1973.2,3.6
gPGDP,19730110,1973.3,3.8
gPGDP,19730110,1973.4,3.9
gPGDP,19730207,1972.3,2.4
gPGDP,19730207,1972.4,2.7
gPGDP,19730207,1973.1,4.9
gPGDP,19730207,1973.2,4.1
gPGDP,19730207,1973.3,4.0
gPGDP,19730207,1973.4,4.2
gPGDP,19730314,1972.3,2.4
gPGDP,19730314,1972.4,2.8
gPGDP,19730314,1973.1,5.7
gPGDP,19730314,1973.2,3.9
gPGDP,19730314,1973.3,4.2
gPGDP,19730314,1973.4,4.5
gPGDP,19730411,1972.3,2.4
gPGDP,19730411,1972.4,2.8
gPGDP,19730411,1973.1,6.3
gPGDP,19730411,1973.2,4.4
gPGDP,19730411,1973.3,4.3
gPGDP,19730411,1973.4,4.5
gPGDP,19730509,1972.3,2.4
gPGDP,19730509,1972.4,2.8
gPGDP,19730509,1973.1,6.0
gPGDP,19730509,1973.2,5.1
gPGDP,19730509,1973.3,4.4
gPGDP,19730509,1973.4,4.7
gPGDP,19730618,1972.3,2.4
gPGDP,19730618,1972.4,2.8
gPGDP,19730618,1973.1,6.6
gPGDP,19730618,1973.2,6.0
gPGDP,19730618,1973.3,4.5
gPGDP,19730618,1973.4,4.7
gPGDP,19730618,1974.1,5.6
gPGDP,19730618,1974.2,4.8
gPGDP,19730618,1974.3,4.5
gPGDP,19730618,1974.4,4.5
gPGDP,19730711,1972.3,2.4
gPGDP,19730711,1972.4,2.8
gPGDP,19730711,1973.1,6.6
gPGDP,19730711,1973.2,6.1
gPGDP,19730711,1973.3,3.6
gPGDP,19730711,1973.4,5.3
gPGDP,19730711,1974.1,6.2
gPGDP,19730711,1974.2,4.9
gPGDP,19730711,1974.3,4.6
gPGDP,19730711,1974.4,4.6
gPGDP,19730815,1972.3,2.8
gPGDP,19730815,1972.4,3.3
gPGDP,19730815,1973.1,6.7
gPGDP,19730815,1973.2,6.8
gPGDP,19730815,1973.3,6.0
gPGDP,19730815,1973.4,6.6
gPGDP,19730815,1974.1,6.1
gPGDP,19730815,1974.2,5.0
gPGDP,19730815,1974.3,4.6
gPGDP,19730815,1974.4,4.6
gPGDP,19730912,1972.3,2.8
gPGDP,19730912,1972.4,3.3
gPGDP,19730912,1973.1,6.1
gPGDP,19730912,1973.2,7.3
gPGDP,19730912,1973.3,6.4
gPGDP,19730912,1973.4,6.8
gPGDP,19730912,1974.1,5.7
gPGDP,19730912,1974.2,5.0
gPGDP,19730912,1974.3,4.6
gPGDP,19730912,1974.4,4.6
gPGDP,19731010,1972.4,3.3
gPGDP,19731010,1973.1,6.1
gPGDP,19731010,1973.2,7.3
gPGDP,19731010,1973.3,6.6
gPGDP,19731010,1973.4,6.4
gPGDP,19731010,1974.1,5.7
gPGDP,19731010,1974.2,5.1
gPGDP,19731010,1974.3,4.6
gPGDP,19731010,1974.4,4.6
gPGDP,19731114,1972.4,3.3
gPGDP,19731114,1973.1,6.1
gPGDP,19731114,1973.2,7.4
gPGDP,19731114,1973.3,6.4
gPGDP,19731114,1973.4,6.1
gPGDP,19731114,1974.1,6.0
gPGDP,19731114,1974.2,5.3
gPGDP,19731114,1974.3,5.0
gPGDP,19731114,1974.4,5.5
gPGDP,19731212,1972.4,3.3
gPGDP,19731212,1973.1,6.1
gPGDP,19731212,1973.2,7.4
gPGDP,19731212,1973.3,7.0
gPGDP,19731212,1973.4,7.0
gPGDP,19731212,1974.1,7.1
gPGDP,19731212,1974.2,6.2
gPGDP,19731212,1974.3,5.0
gPGDP,19731212,1974.4,6.0
gPGDP,19740116,1973.1,6.1
gPGDP,19740116,1973.2,7.4
gPGDP,19740116,1973.3,7.0
gPGDP,19740116,1973.4,7.8
gPGDP,19740116,1974.1,8.1
gPGDP,19740116,1974.2,6.9
gPGDP,19740116,1974.3,5.5
gPGDP,19740116,1974.4,6.0
gPGDP,19740213,1973.3,7.0
gPGDP,19740213,1973.4,7.9
gPGDP,19740213,1974.1,8.1
gPGDP,19740213,1974.2,7.0
gPGDP,19740213,1974.3,5.8
gPGDP,19740213,1974.4,6.2
gPGDP,19740313,1973.3,7.0
gPGDP,19740313,1973.4,8.8
gPGDP,19740313,1974.1,8.4
gPGDP,19740313,1974.2,7.3
gPGDP,19740313,1974.3,5.8
gPGDP,19740313,1974.4,6.2
gPGDP,19740410,1973.2,7.3
gPGDP,19740410,1973.3,7.0
gPGDP,19740410,1973.4,8.8
gPGDP,19740410,1974.1,9.3
gPGDP,19740410,1974.2,7.8
gPGDP,19740410,1974.3,6.2
gPGDP,19740410,1974.4,6.7
gPGDP,19740410,1975.1,5.6
gPGDP,19740410,1975.2,5.0
gPGDP,19740515,1973.2,7.3
gPGDP,19740515,1973.3,7.0
gPGDP,19740515,1973.4,8.8
gPGDP,19740515,1974.1,10.8
gPGDP,19740515,1974.2,9.0
gPGDP,19740515,1974.3,7.0
gPGDP,19740515,1974.4,7.3
gPGDP,19740515,1975.1,6.0
gPGDP,19740515,1975.2,5.2
gPGDP,19740612,1973.2,7.3
gPGDP,19740612,1973.3,7.0
gPGDP,19740612,1973.4,8.8
gPGDP,19740612,1974.1,11.5
gPGDP,19740612,1974.2,9.0
gPGDP,19740612,1974.3,7.5
gPGDP,19740612,1974.4,7.5
gPGDP,19740612,1975.1,6.1
gPGDP,19740612,1975.2,5.3
gPGDP,19740710,1974.1,11.5
gPGDP,19740710,1974.2,7.9
gPGDP,19740710,1974.3,8.5
gPGDP,19740710,1974.4,8.1
gPGDP,19740710,1975.1,6.7
gPGDP,19740710,1975.2,6.0
gPGDP,19740814,1973.3,8.3
gPGDP,19740814,1973.4,8.6
gPGDP,19740814,1974.1,12.3
gPGDP,19740814,1974.2,8.8
gPGDP,19740814,1974.3,9.7
gPGDP,19740814,1974.4,8.8
gPGDP,19740814,1975.1,7.4
gPGDP,19740814,1975.2,7.1
gPGDP,19740814,1975.3,6.7
gPGDP,19740814,1975.4,7.2
gPGDP,19740904,1973.3,8.3
gPGDP,19740904,1973.4,8.6
gPGDP,19740904,1974.1,12.3
gPGDP,19740904,1974.2,9.6
gPGDP,19740904,1974.3,10.5
gPGDP,19740904,1974.4,8.9
gPGDP,19740904,1975.1,8.4
gPGDP,19740904,1975.2,7.2
gPGDP,19740904,1975.3,6.7
gPGDP,19740904,1975.4,7.4
gPGDP,19741009,1973.4,8.6
gPGDP,19741009,1974.1,12.3
gPGDP,19741009,1974.2,9.3
gPGDP,19741009,1974.3,10.1
gPGDP,19741009,1974.4,10.6
gPGDP,19741009,1975.1,8.4
gPGDP,19741009,1975.2,7.6
gPGDP,19741009,1975.3,7.3
gPGDP,19741009,1975.4,7.7
gPGDP,19741113,1974.3,11.5
gPGDP,19741113,1974.4,12.3
gPGDP,19741113,1975.1,8.7
gPGDP,19741113,1975.2,8.0
gPGDP,19741113,1975.3,7.3
gPGDP,19741113,1975.4,7.5
gPGDP,19741211,1974.3,11.8
gPGDP,19741211,1974.4,11.9
gPGDP,19741211,1975.1,8.4
gPGDP,19741211,1975.2,7.8
gPGDP,19741211,1975.3,7.8
gPGDP,19741211,1975.4,7.0
gPGDP,19741211,1976.1,6.0
gPGDP,19741211,1976.2,5.5
gPGDP,19750115,1974.1,12.3
gPGDP,19750115,1974.2,9.3
gPGDP,19750115,1974.3,11.9
gPGDP,19750115,1974.4,12.3
gPGDP,19750115,1975.1,8.2
gPGDP,19750115,1975.2,7.2
gPGDP,19750115,1975.3,6.9
gPGDP,19750115,1975.4,6.7
gPGDP,19750115,1976.1,5.9
gPGDP,19750115,1976.2,5.5
gPGDP,19750212,1974.1,12.3
gPGDP,19750212,1974.2,9.4
gPGDP,19750212,1974.3,11.9
gPGDP,19750212,1974.4,13.7
gPGDP,19750212,1975.1,7.3
gPGDP,19750212,1975.2,6.5
gPGDP,19750212,1975.3,6.5
gPGDP,19750212,1975.4,6.4
gPGDP,19750212,1976.1,5.7
gPGDP,19750212,1976.2,5.4
gPGDP,19750312,1974.1,12.3
gPGDP,19750312,1974.2,9.4
gPGDP,19750312,1974.3,11.9
gPGDP,19750312,1974.4,14.4
gPGDP,19750312,1975.1,7.2
gPGDP,19750312,1975.2,6.5
gPGDP,19750312,1975.3,5.5
gPGDP,19750312,1975.4,5.9
gPGDP,19750312,1976.1,5.0
gPGDP,19750312,1976.2,4.5
gPGDP,19750409,1974.2,9.4
gPGDP,19750409,1974.3,11.9
gPGDP,19750409,1974.4,14.4
gPGDP,19750409,1975.1,7.9
gPGDP,19750409,1975.2,6.5
gPGDP,19750409,1975.3,5.5
gPGDP,19750409,1975.4,5.9
gPGDP,19750409,1976.1,5.0
gPGDP,19750409,1976.2,4.5
gPGDP,19750514,1974.2,9.4
gPGDP,19750514,1974.3,11.9
gPGDP,19750514,1974.4,14.4
gPGDP,19750514,1975.1,8.0
gPGDP,19750514,1975.2,7.0
gPGDP,19750514,1975.3,5.8
gPGDP,19750514,1975.4,6.0
gPGDP,19750514,1976.1,5.0
gPGDP,19750514,1976.2,4.5
gPGDP,19750611,1974.2,9.4
gPGDP,19750611,1974.3,11.9
gPGDP,19750611,1974.4,14.4
gPGDP,19750611,1975.1,8.5
gPGDP,19750611,1975.2,7.2
gPGDP,19750611,1975.3,6.4
gPGDP,19750611,1975.4,6.7
gPGDP,19750611,1976.1,5.4
gPGDP,19750611,1976.2,4.9
gPGDP,19750611,1976.3,4.7
gPGDP,19750611,1976.4,5.3
gPGDP,19750709,1974.3,11.9
gPGDP,19750709,1974.4,14.4
gPGDP,19750709,1975.1,8.4
gPGDP,19750709,1975.2,6.4
gPGDP,19750709,1975.3,6.9
gPGDP,19750709,1975.4,6.6
gPGDP,19750709,1976.1,5.3
gPGDP,19750709,1976.2,4.9
gPGDP,19750709,1976.3,4.7
gPGDP,19750709,1976.4,5.3
gPGDP,19750813,1974.3,11.9
gPGDP,19750813,1974.4,14.4
gPGDP,19750813,1975.1,8.4
gPGDP,19750813,1975.2,5.1
gPGDP,19750813,1975.3,7.5
gPGDP,19750813,1975.4,8.1
gPGDP,19750813,1976.1,7.8
gPGDP,19750813,1976.2,5.8
gPGDP,19750813,1976.3,5.4
gPGDP,19750813,1976.4,5.6
gPGDP,19750910,1974.3,11.9
gPGDP,19750910,1974.4,14.4
gPGDP,19750910,1975.1,8.4
gPGDP,19750910,1975.2,5.0
gPGDP,19750910,1975.3,7.4
gPGDP,19750910,1975.4,8.1
gPGDP,19750910,1976.1,7.8
gPGDP,19750910,1976.2,5.8
gPGDP,19750910,1976.3,5.4
gPGDP,19750910,1976.4,5.6
gPGDP,19751015,1974.4,14.4
gPGDP,19751015,1975.1,8.4
gPGDP,19751015,1975.2,5.1
gPGDP,19751015,1975.3,4.9
gPGDP,19751015,1975.4,7.3
gPGDP,19751015,1976.1,5.6
gPGDP,19751015,1976.2,5.1
gPGDP,19751015,1976.3,5.2
gPGDP,19751015,1976.4,5.5
gPGDP,19751112,1974.4,14.5
gPGDP,19751112,1975.1,8.4
gPGDP,19751112,1975.2,5.1
gPGDP,19751112,1975.3,5.0
gPGDP,19751112,1975.4,6.6
gPGDP,19751112,1976.1,5.3
gPGDP,19751112,1976.2,5.2
gPGDP,19751112,1976.3,5.2
gPGDP,19751112,1976.4,5.6
gPGDP,19751210,1974.4,14.5
gPGDP,19751210,1975.1,8.4
gPGDP,19751210,1975.2,5.1
gPGDP,19751210,1975.3,4.7
gPGDP,19751210,1975.4,7.3
gPGDP,19751210,1976.1,5.0
gPGDP,19751210,1976.2,5.2
gPGDP,19751210,1976.3,5.2
gPGDP,19751210,1976.4,5.7
gPGDP,19760114,1975.1,8.4
gPGDP,19760114,1975.2,5.1
gPGDP,19760114,1975.3,4.8
gPGDP,19760114,1975.4,6.6
gPGDP,19760114,1976.1,5.0
gPGDP,19760114,1976.2,5.6
gPGDP,19760114,1976.3,5.7
gPGDP,19760114,1976.4,6.2
gPGDP,19760211,1975.1,7.8
gPGDP,19760211,1975.2,4.2
gPGDP,19760211,1975.3,7.2
gPGDP,19760211,1975.4,6.4
gPGDP,19760211,1976.1,5.0
gPGDP,19760211,1976.2,5.6
gPGDP,19760211,1976.3,5.9
gPGDP,19760211,1976.4,6.1
gPGDP,19760211,1977.1,5.5
gPGDP,19760211,1977.2,5.3
gPGDP,19760310,1975.1,7.8
gPGDP,19760310,1975.2,4.6
gPGDP,19760310,1975.3,7.1
gPGDP,19760310,1975.4,6.8
gPGDP,19760310,1976.1,4.7
gPGDP,19760310,1976.2,5.5
gPGDP,19760310,1976.3,5.8
gPGDP,19760310,1976.4,6.3
gPGDP,19760310,1977.1,5.2
gPGDP,19760310,1977.2,5.7
gPGDP,19760414,1975.2,4.6
gPGDP,19760414,1975.3,7.1
gPGDP,19760414,1975.4,6.8
gPGDP,19760414,1976.1,3.1
gPGDP,19760414,1976.2,5.4
gPGDP,19760414,1976.3,5.4
gPGDP,19760414,1976.4,5.9
gPGDP,19760414,1977.1,5.2
gPGDP,19760414,1977.2,5.6
gPGDP,19760512,1975.2,4.6
gPGDP,19760512,1975.3,7.1
gPGDP,19760512,1975.4,6.8
gPGDP,19760512,1976.1,3.1
gPGDP,19760512,1976.2,5.3
gPGDP,19760512,1976.3,5.9
gPGDP,19760512,1976.4,5.9
gPGDP,19760512,1977.1,5.2
gPGDP,19760512,1977.2,5.5
gPGDP,19760616,1975.2,4.6
gPGDP,19760616,1975.3,7.1
gPGDP,19760616,1975.4,6.8
gPGDP,19760616,1976.1,3.5
gPGDP,19760616,1976.2,4.8
gPGDP,19760616,1976.3,5.7
gPGDP,19760616,1976.4,6.3
gPGDP,19760616,1977.1,5.6
gPGDP,19760616,1977.2,5.1
gPGDP,19760714,1975.3,7.1
gPGDP,19760714,1975.4,3.2
gPGDP,19760714,1976.1,3.6
gPGDP,19760714,1976.2,5.0
gPGDP,19760714,1976.3,5.3
gPGDP,19760714,1976.4,6.0
gPGDP,19760714,1977.1,5.4
gPGDP,19760714,1977.2,4.9
gPGDP,19760714,1977.3,5.6
gPGDP,19760714,1977.4,5.9
gPGDP,19760811,1976.1,3.2
gPGDP,19760811,1976.2,4.7
gPGDP,19760811,1976.3,5.5
gPGDP,19760811,1976.4,6.0
gPGDP,19760811,1977.1,5.6
gPGDP,19760811,1977.2,5.0
gPGDP,19760811,1977.3,5.6
gPGDP,19760811,1977.4,5.9
gPGDP,19760915,1976.1,3.2
gPGDP,19760915,1976.2,5.1
gPGDP,19760915,1976.3,5.1
gPGDP,19760915,1976.4,6.2
gPGDP,19760915,1977.1,5.6
gPGDP,19760915,1977.2,5.0
gPGDP,19760915,1977.3,5.7
gPGDP,19760915,1977.4,5.9
gPGDP,19761013,1976.1,3.2
gPGDP,19761013,1976.2,5.2
gPGDP,19761013,1976.3,5.1
gPGDP,19761013,1976.4,6.2
gPGDP,19761013,1977.1,5.7
gPGDP,19761013,1977.2,4.7
gPGDP,19761013,1977.3,6.0
gPGDP,19761013,1977.4,6.2
gPGDP,19761110,1976.1,3.2
gPGDP,19761110,1976.2,5.2
gPGDP,19761110,1976.3,4.4
gPGDP,19761110,1976.4,6.1
gPGDP,19761110,1977.1,6.2
gPGDP,19761110,1977.2,5.0
gPGDP,19761110,1977.3,6.1
gPGDP,19761110,1977.4,6.3
gPGDP,19761215,1976.1,3.2
gPGDP,19761215,1976.2,5.2
gPGDP,19761215,1976.3,4.2
gPGDP,19761215,1976.4,5.9
gPGDP,19761215,1977.1,6.2
gPGDP,19761215,1977.2,5.1
gPGDP,19761215,1977.3,5.6
gPGDP,19761215,1977.4,6.5
gPGDP,19770112,1976.1,3.2
gPGDP,19770112,1976.2,5.2
gPGDP,19770112,1976.3,4.4
gPGDP,19770112,1976.4,5.8
gPGDP,19770112,1977.1,5.8
gPGDP,19770112,1977.2,5.0
gPGDP,19770112,1977.3,5.4
gPGDP,19770112,1977.4,6.1
gPGDP,19770209,1976.3,4.4
gPGDP,19770209,1976.4,6.2
gPGDP,19770209,1977.1,5.2
gPGDP,19770209,1977.2,5.8
gPGDP,19770209,1977.3,5.5
gPGDP,19770209,1977.4,6.2
gPGDP,19770209,1978.1,5.5
gPGDP,19770209,1978.2,5.4
gPGDP,19770309,1976.3,4.4
gPGDP,19770309,1976.4,5.7
gPGDP,19770309,1977.1,5.9
gPGDP,19770309,1977.2,5.8
gPGDP,19770309,1977.3,5.6
gPGDP,19770309,1977.4,6.5
gPGDP,19770309,1978.1,5.9
gPGDP,19770309,1978.2,5.4
gPGDP,19770415,1976.3,4.4
gPGDP,19770415,1976.4,5.8
gPGDP,19770415,1977.1,6.3
gPGDP,19770415,1977.2,6.1
gPGDP,19770415,1977.3,5.6
gPGDP,19770415,1977.4,6.4
gPGDP,19770415,1978.1,5.6
gPGDP,19770415,1978.2,5.4
gPGDP,19770511,1976.3,4.4
gPGDP,19770511,1976.4,5.8
gPGDP,19770511,1977.1,5.8
gPGDP,19770511,1977.2,6.5
gPGDP,19770511,1977.3,5.9
gPGDP,19770511,1977.4,6.3
gPGDP,19770511,1978.1,6.0
gPGDP,19770511,1978.2,5.6
gPGDP,19770615,1976.3,4.4
gPGDP,19770615,1976.4,5.8
gPGDP,19770615,1977.1,5.5
gPGDP,19770615,1977.2,7.2
gPGDP,19770615,1977.3,6.4
gPGDP,19770615,1977.4,6.5
gPGDP,19770615,1978.1,6.1
gPGDP,19770615,1978.2,5.6
gPGDP,19770713,1977.1,5.7
gPGDP,19770713,1977.2,7.5
gPGDP,19770713,1977.3,6.4
gPGDP,19770713,1977.4,6.7
gPGDP,19770713,1978.1,6.1
gPGDP,19770713,1978.2,5.6
gPGDP,19770713,1978.3,5.9
gPGDP,19770713,1978.4,6.7
gPGDP,19770810,1977.1,5.3
gPGDP,19770810,1977.2,6.6
gPGDP,19770810,1977.3,6.4
gPGDP,19770810,1977.4,6.5
gPGDP,19770810,1978.1,6.0
gPGDP,19770810,1978.2,5.5
gPGDP,19770810,1978.3,6.0
gPGDP,19770810,1978.4,6.8
gPGDP,19770914,1977.1,5.3
gPGDP,19770914,1977.2,7.1
gPGDP,19770914,1977.3,5.6
gPGDP,19770914,1977.4,6.5
gPGDP,19770914,1978.1,6.3
gPGDP,19770914,1978.2,5.8
gPGDP,19770914,1978.3,5.8
gPGDP,19770914,1978.4,6.8
gPGDP,19771012,1977.1,5.3
gPGDP,19771012,1977.2,7.1
gPGDP,19771012,1977.3,5.2
gPGDP,19771012,1977.4,6.8
gPGDP,19771012,1978.1,6.3
gPGDP,19771012,1978.2,6.2
gPGDP,19771012,1978.3,6.0
gPGDP,19771012,1978.4,6.8
gPGDP,19771109,1977.1,5.3
gPGDP,19771109,1977.2,7.1
gPGDP,19771109,1977.3,5.1
gPGDP,19771109,1977.4,6.8
gPGDP,19771109,1978.1,6.4
gPGDP,19771109,1978.2,6.1
gPGDP,19771109,1978.3,6.0
gPGDP,19771109,1978.4,6.9
gPGDP,19771214,1977.1,5.3
gPGDP,19771214,1977.2,7.1
gPGDP,19771214,1977.3,5.0
gPGDP,19771214,1977.4,6.9
gPGDP,19771214,1978.1,6.3
gPGDP,19771214,1978.2,6.4
gPGDP,19771214,1978.3,6.0
gPGDP,19771214,1978.4,7.0
gPGDP,19780111,1977.3,4.8
gPGDP,19780111,1977.4,6.7
gPGDP,19780111,1978.1,6.8
gPGDP,19780111,1978.2,6.2
gPGDP,19780111,1978.3,6.2
gPGDP,19780111,1978.4,6.9
gPGDP,19780111,1979.1,6.5
gPGDP,19780111,1979.2,6.0
gPGDP,19780222,1977.3,4.8
gPGDP,19780222,1977.4,6.1
gPGDP,19780222,1978.1,7.1
gPGDP,19780222,1978.2,6.1
gPGDP,19780222,1978.3,5.9
gPGDP,19780222,1978.4,6.7
gPGDP,19780222,1979.1,6.5
gPGDP,19780222,1979.2,6.1
gPGDP,19780315,1977.3,4.8
